text,entities
Bật đèn ở khu L vì độ ẩm đất thấp,"[{""type"": ""DEVICE"", ""value"": ""đèn"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu L"", ""start"": 10, ""end"": 15}, {""type"": ""METRIC"", ""value"": ""độ ẩm đất"", ""start"": 19, ""end"": 28}]"
độ ẩm không khí khu K đang là bao nhiêu,"[{""type"": ""METRIC"", ""value"": ""độ ẩm không khí"", ""start"": 0, ""end"": 15}, {""type"": ""AREA"", ""value"": ""khu K"", ""start"": 16, ""end"": 21}]"
Kỹ thuật chăm sóc thuốc lá,"[{""type"": ""CROP"", ""value"": ""thuốc lá"", ""start"": 18, ""end"": 26}]"
ánh sáng ở vườn cam,"[{""type"": ""METRIC"", ""value"": ""ánh sáng"", ""start"": 0, ""end"": 8}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 11, ""end"": 19}]"
Doanh thu quý 4,"[{""type"": ""DATE"", ""value"": ""quý 4"", ""start"": 10, ""end"": 15}]"
Tôi muốn biết về giống mít tố nữ,"[{""type"": ""CROP"", ""value"": ""mít tố nữ"", ""start"": 23, ""end"": 32}]"
Bật bóng đèn ở khu S vì độ ẩm thấp,"[{""type"": ""DEVICE"", ""value"": ""bóng đèn"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu S"", ""start"": 15, ""end"": 20}, {""type"": ""METRIC"", ""value"": ""độ ẩm"", ""start"": 24, ""end"": 29}]"
Bật đèn ở khu C,"[{""type"": ""DEVICE"", ""value"": ""đèn"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu C"", ""start"": 10, ""end"": 15}]"
Bật máy tưới ở khu M trong 60 phút,"[{""type"": ""DEVICE"", ""value"": ""máy tưới"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu M"", ""start"": 15, ""end"": 20}, {""type"": ""DURATION"", ""value"": ""60 phút"", ""start"": 27, ""end"": 34}]"
Bật đèn khu O 10 phút,"[{""type"": ""DEVICE"", ""value"": ""đèn"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu O"", ""start"": 8, ""end"": 13}, {""type"": ""DURATION"", ""value"": ""10 phút"", ""start"": 14, ""end"": 21}]"
Dấu hiệu của chôm chôm nhãn thiếu chất dinh dưỡng,"[{""type"": ""CROP"", ""value"": ""chôm chôm nhãn"", ""start"": 13, ""end"": 27}]"
Tôi muốn biết về giống riềng,"[{""type"": ""CROP"", ""value"": ""riềng"", ""start"": 23, ""end"": 28}]"
Bệnh vàng lá ở dưa lưới xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""dưa lưới"", ""start"": 15, ""end"": 23}]"
Bệnh vàng lá ở đậu cô ve xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""đậu cô ve"", ""start"": 15, ""end"": 24}]"
Cách phòng trừ sâu hại chính cho cây cải bẹ xanh,"[{""type"": ""CROP"", ""value"": ""cải bẹ xanh"", ""start"": 37, ""end"": 48}]"
Dấu hiệu của chè Thái Nguyên thiếu đạm,"[{""type"": ""CROP"", ""value"": ""chè Thái Nguyên"", ""start"": 13, ""end"": 28}]"
Bệnh ở nấm mỡ xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""nấm mỡ"", ""start"": 7, ""end"": 13}]"
Bọ trích ở chuối xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""chuối"", ""start"": 11, ""end"": 16}]"
Thông tin về giống nghệ,"[{""type"": ""CROP"", ""value"": ""nghệ"", ""start"": 19, ""end"": 23}]"
Sâu đục thân ở khoai môn xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""khoai môn"", ""start"": 15, ""end"": 24}]"
Cách phòng trừ sâu hại chính cho cây mãng cầu xiêm,"[{""type"": ""CROP"", ""value"": ""mãng cầu xiêm"", ""start"": 37, ""end"": 50}]"
Thông tin về giống nấm đùi gà,"[{""type"": ""CROP"", ""value"": ""nấm đùi gà"", ""start"": 19, ""end"": 29}]"
Bệnh thối rễ ở lúa nếp xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""lúa nếp"", ""start"": 15, ""end"": 22}]"
độ ẩm không khí của khu Z hiện tại,"[{""type"": ""METRIC"", ""value"": ""độ ẩm không khí"", ""start"": 0, ""end"": 15}, {""type"": ""AREA"", ""value"": ""khu Z"", ""start"": 20, ""end"": 25}]"
Bật máy bơm ở khu 5,"[{""type"": ""DEVICE"", ""value"": ""máy bơm"", ""start"": 4, ""end"": 11}, {""type"": ""AREA"", ""value"": ""khu 5"", ""start"": 14, ""end"": 19}]"
Cho tôi thông tin về nguồn gốc của cây bông cải trắng,"[{""type"": ""CROP"", ""value"": ""bông cải trắng"", ""start"": 39, ""end"": 53}]"
độ ẩm ở khu Y,"[{""type"": ""METRIC"", ""value"": ""độ ẩm"", ""start"": 0, ""end"": 5}, {""type"": ""AREA"", ""value"": ""khu Y"", ""start"": 8, ""end"": 13}]"
Dấu hiệu của sầu riêng Monthong thiếu chất dinh dưỡng,"[{""type"": ""CROP"", ""value"": ""sầu riêng Monthong"", ""start"": 13, ""end"": 31}]"
Thông tin về giống cà rốt,"[{""type"": ""CROP"", ""value"": ""cà rốt"", ""start"": 19, ""end"": 25}]"
Bọ trích ở thơm xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""thơm"", ""start"": 11, ""end"": 15}]"
Cho tôi thông tin về nguồn gốc của cây chè Ô Long,"[{""type"": ""CROP"", ""value"": ""chè Ô Long"", ""start"": 39, ""end"": 49}]"
độ ẩm đất ở khu O,"[{""type"": ""METRIC"", ""value"": ""độ ẩm đất"", ""start"": 0, ""end"": 9}, {""type"": ""AREA"", ""value"": ""khu O"", ""start"": 12, ""end"": 17}]"
Cách phòng trừ sâu hại chính cho cây cà rốt,"[{""type"": ""CROP"", ""value"": ""cà rốt"", ""start"": 37, ""end"": 43}]"
Bật đèn khu O 5 giờ,"[{""type"": ""DEVICE"", ""value"": ""đèn"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu O"", ""start"": 8, ""end"": 13}, {""type"": ""DURATION"", ""value"": ""5 giờ"", ""start"": 14, ""end"": 19}]"
Bật đèn trong 2 ngày,"[{""type"": ""DEVICE"", ""value"": ""đèn"", ""start"": 4, ""end"": 7}, {""type"": ""DURATION"", ""value"": ""2 ngày"", ""start"": 14, ""end"": 20}]"
Đất trồng phù hợp cho cây khoai tây,"[{""type"": ""CROP"", ""value"": ""khoai tây"", ""start"": 26, ""end"": 35}]"
Sâu đục thân ở đậu bắp xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""đậu bắp"", ""start"": 15, ""end"": 22}]"
Sâu đục thân ở rau mùi xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""rau mùi"", ""start"": 15, ""end"": 22}]"
Thu hoạch bí xanh khi nào,"[{""type"": ""CROP"", ""value"": ""bí xanh"", ""start"": 10, ""end"": 17}]"
Kỹ thuật chăm sóc mít Thái,"[{""type"": ""CROP"", ""value"": ""mít Thái"", ""start"": 18, ""end"": 26}]"
Doanh thu năm 2023 bao nhiêu,"[{""type"": ""DATE"", ""value"": ""năm 2023"", ""start"": 10, ""end"": 18}]"
Tôi muốn biết về giống xoài cát chu,"[{""type"": ""CROP"", ""value"": ""xoài cát chu"", ""start"": 23, ""end"": 35}]"
Bật máy tưới ở khu P vì nhiệt độ thấp,"[{""type"": ""DEVICE"", ""value"": ""máy tưới"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu P"", ""start"": 15, ""end"": 20}, {""type"": ""METRIC"", ""value"": ""nhiệt độ"", ""start"": 24, ""end"": 32}]"
"độ ẩm đất khu 2 cao quá, tắt hệ thống tưới","[{""type"": ""METRIC"", ""value"": ""độ ẩm đất"", ""start"": 0, ""end"": 9}, {""type"": ""AREA"", ""value"": ""khu 2"", ""start"": 10, ""end"": 15}, {""type"": ""DEVICE"", ""value"": ""hệ thống tưới"", ""start"": 29, ""end"": 42}]"
Thông tin về giống sapoche,"[{""type"": ""CROP"", ""value"": ""sapoche"", ""start"": 19, ""end"": 26}]"
mè có yêu cầu gì về sinh thái,"[{""type"": ""CROP"", ""value"": ""mè"", ""start"": 0, ""end"": 2}]"
Tôi muốn biết về giống nấm đùi gà,"[{""type"": ""CROP"", ""value"": ""nấm đùi gà"", ""start"": 23, ""end"": 33}]"
Sâu đục thân ở quất xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""quất"", ""start"": 15, ""end"": 19}]"
lux của khu K,"[{""type"": ""METRIC"", ""value"": ""lux"", ""start"": 0, ""end"": 3}, {""type"": ""AREA"", ""value"": ""khu K"", ""start"": 8, ""end"": 13}]"
bông có yêu cầu gì về sinh thái,"[{""type"": ""CROP"", ""value"": ""bông"", ""start"": 0, ""end"": 4}]"
Thu hoạch cải thảo khi nào,"[{""type"": ""CROP"", ""value"": ""cải thảo"", ""start"": 10, ""end"": 18}]"
Bệnh hại ở măng cụt xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""măng cụt"", ""start"": 11, ""end"": 19}]"
Bệnh vàng lá ở nhãn Ido xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""nhãn Ido"", ""start"": 15, ""end"": 23}]"
Bệnh phấn trắng ở nấm rơm xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""nấm rơm"", ""start"": 18, ""end"": 25}]"
nhiệt độ của khu T,"[{""type"": ""METRIC"", ""value"": ""nhiệt độ"", ""start"": 0, ""end"": 8}, {""type"": ""AREA"", ""value"": ""khu T"", ""start"": 13, ""end"": 18}]"
Sâu đục thân ở dưa lê xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""dưa lê"", ""start"": 15, ""end"": 21}]"
"độ ẩm đất khu 5 cao quá, tắt đèn","[{""type"": ""METRIC"", ""value"": ""độ ẩm đất"", ""start"": 0, ""end"": 9}, {""type"": ""AREA"", ""value"": ""khu 5"", ""start"": 10, ""end"": 15}, {""type"": ""DEVICE"", ""value"": ""đèn"", ""start"": 29, ""end"": 32}]"
Đất trồng phù hợp cho cây cải bẹ xanh,"[{""type"": ""CROP"", ""value"": ""cải bẹ xanh"", ""start"": 26, ""end"": 37}]"
Cách phòng trừ sâu hại chính cho cây lúa nếp cái hoa vàng,"[{""type"": ""CROP"", ""value"": ""lúa nếp cái hoa vàng"", ""start"": 37, ""end"": 57}]"
Doanh thu tháng 4,"[{""type"": ""DATE"", ""value"": ""tháng 4"", ""start"": 10, ""end"": 17}]"
Xem nhiệt độ đất ở khu 5,"[{""type"": ""METRIC"", ""value"": ""nhiệt độ đất"", ""start"": 4, ""end"": 16}, {""type"": ""AREA"", ""value"": ""khu 5"", ""start"": 19, ""end"": 24}]"
Bật đèn chiếu sáng khu L 1 ngày,"[{""type"": ""DEVICE"", ""value"": ""đèn chiếu sáng"", ""start"": 4, ""end"": 18}, {""type"": ""AREA"", ""value"": ""khu L"", ""start"": 19, ""end"": 24}, {""type"": ""DURATION"", ""value"": ""1 ngày"", ""start"": 25, ""end"": 31}]"
Bệnh thối rễ ở chè Shan Tuyết xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""chè Shan Tuyết"", ""start"": 15, ""end"": 29}]"
Cách trồng khoai tây,"[{""type"": ""CROP"", ""value"": ""khoai tây"", ""start"": 11, ""end"": 20}]"
Cho tôi thông tin về cây húng chanh,"[{""type"": ""CROP"", ""value"": ""húng chanh"", ""start"": 25, ""end"": 35}]"
Tưới 5 phút,"[{""type"": ""DURATION"", ""value"": ""5 phút"", ""start"": 5, ""end"": 11}]"
Dấu hiệu của thanh long Bình Thuận thiếu kali,"[{""type"": ""CROP"", ""value"": ""thanh long Bình Thuận"", ""start"": 13, ""end"": 34}]"
"lux khu N cao quá, tắt máy tưới","[{""type"": ""METRIC"", ""value"": ""lux"", ""start"": 0, ""end"": 3}, {""type"": ""AREA"", ""value"": ""khu N"", ""start"": 4, ""end"": 9}, {""type"": ""DEVICE"", ""value"": ""máy tưới"", ""start"": 23, ""end"": 31}]"
Dấu hiệu của hồng xiêm thiếu đạm,"[{""type"": ""CROP"", ""value"": ""hồng xiêm"", ""start"": 13, ""end"": 22}]"
Cho tôi thông tin về nguồn gốc của cây xoài cát chu,"[{""type"": ""CROP"", ""value"": ""xoài cát chu"", ""start"": 39, ""end"": 51}]"
Tắt bơm nước ở vườn cam,"[{""type"": ""DEVICE"", ""value"": ""bơm nước"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 15, ""end"": 23}]"
Thông tin về giống vải u trứng,"[{""type"": ""CROP"", ""value"": ""vải u trứng"", ""start"": 19, ""end"": 30}]"
Bật đèn chiếu sáng ở khu R trong 30 phút,"[{""type"": ""DEVICE"", ""value"": ""đèn chiếu sáng"", ""start"": 4, ""end"": 18}, {""type"": ""AREA"", ""value"": ""khu R"", ""start"": 21, ""end"": 26}, {""type"": ""DURATION"", ""value"": ""30 phút"", ""start"": 33, ""end"": 40}]"
nhiệt độ ở vườn cam,"[{""type"": ""METRIC"", ""value"": ""nhiệt độ"", ""start"": 0, ""end"": 8}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 11, ""end"": 19}]"
Bọ trích ở ớt chuông xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""ớt chuông"", ""start"": 11, ""end"": 20}]"
Dấu hiệu của quýt đường thiếu kali,"[{""type"": ""CROP"", ""value"": ""quýt đường"", ""start"": 13, ""end"": 23}]"
Bật máy bơm ở khu Y trong 2 ngày,"[{""type"": ""DEVICE"", ""value"": ""máy bơm"", ""start"": 4, ""end"": 11}, {""type"": ""AREA"", ""value"": ""khu Y"", ""start"": 14, ""end"": 19}, {""type"": ""DURATION"", ""value"": ""2 ngày"", ""start"": 26, ""end"": 32}]"
Bệnh hại ở dưa lê xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""dưa lê"", ""start"": 11, ""end"": 17}]"
nhiệt độ là bao nhiêu,"[{""type"": ""METRIC"", ""value"": ""nhiệt độ"", ""start"": 0, ""end"": 8}]"
Bật tưới trong 10 phút,"[{""type"": ""DEVICE"", ""value"": ""tưới"", ""start"": 4, ""end"": 8}, {""type"": ""DURATION"", ""value"": ""10 phút"", ""start"": 15, ""end"": 22}]"
Cách trồng đậu xanh,"[{""type"": ""CROP"", ""value"": ""đậu xanh"", ""start"": 11, ""end"": 19}]"
Kiểm tra nhiệt độ đất khu M,"[{""type"": ""METRIC"", ""value"": ""nhiệt độ đất"", ""start"": 9, ""end"": 21}, {""type"": ""AREA"", ""value"": ""khu M"", ""start"": 22, ""end"": 27}]"
Đất trồng phù hợp cho cây dưa hấu Hắc Mỹ Nhân,"[{""type"": ""CROP"", ""value"": ""dưa hấu Hắc Mỹ Nhân"", ""start"": 26, ""end"": 45}]"
Bật bơm nước trong 4 giờ,"[{""type"": ""DEVICE"", ""value"": ""bơm nước"", ""start"": 4, ""end"": 12}, {""type"": ""DURATION"", ""value"": ""4 giờ"", ""start"": 19, ""end"": 24}]"
cường độ ánh sáng của khu F,"[{""type"": ""METRIC"", ""value"": ""cường độ ánh sáng"", ""start"": 0, ""end"": 17}, {""type"": ""AREA"", ""value"": ""khu F"", ""start"": 22, ""end"": 27}]"
Bật máy bơm ở khu D trong nửa tiếng,"[{""type"": ""DEVICE"", ""value"": ""máy bơm"", ""start"": 4, ""end"": 11}, {""type"": ""AREA"", ""value"": ""khu D"", ""start"": 14, ""end"": 19}, {""type"": ""DURATION"", ""value"": ""nửa tiếng"", ""start"": 26, ""end"": 35}]"
Sâu đục thân ở mận xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""mận"", ""start"": 15, ""end"": 18}]"
thanh long ruột đỏ cần bón phân gì,"[{""type"": ""CROP"", ""value"": ""thanh long ruột đỏ"", ""start"": 0, ""end"": 18}]"
Tổng chi phí tháng này,"[{""type"": ""DATE"", ""value"": ""tháng này"", ""start"": 13, ""end"": 22}]"
Bệnh thối rễ ở mít tố nữ xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""mít tố nữ"", ""start"": 15, ""end"": 24}]"
Bón phân cho giai đoạn kích thích ra hoa ở cà phê như thế nào,"[{""type"": ""CROP"", ""value"": ""cà phê"", ""start"": 43, ""end"": 49}]"
nhiệt độ không khí khu Y đang là bao nhiêu,"[{""type"": ""METRIC"", ""value"": ""nhiệt độ không khí"", ""start"": 0, ""end"": 18}, {""type"": ""AREA"", ""value"": ""khu Y"", ""start"": 19, ""end"": 24}]"
Xem ánh sáng ở khu L,"[{""type"": ""METRIC"", ""value"": ""ánh sáng"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu L"", ""start"": 15, ""end"": 20}]"
Bọ trích ở mít xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""mít"", ""start"": 11, ""end"": 14}]"
Dấu hiệu của vải thiếu chất dinh dưỡng,"[{""type"": ""CROP"", ""value"": ""vải"", ""start"": 13, ""end"": 16}]"
cao su bị bệnh gì,"[{""type"": ""CROP"", ""value"": ""cao su"", ""start"": 0, ""end"": 6}]"
Kỹ thuật chăm sóc tiêu sọ,"[{""type"": ""CROP"", ""value"": ""tiêu sọ"", ""start"": 18, ""end"": 25}]"
khu J có độ ẩm đất bao nhiêu,"[{""type"": ""AREA"", ""value"": ""khu J"", ""start"": 0, ""end"": 5}, {""type"": ""METRIC"", ""value"": ""độ ẩm đất"", ""start"": 9, ""end"": 18}]"
lúa IR 50404 có yêu cầu gì về sinh thái,"[{""type"": ""CROP"", ""value"": ""lúa IR 50404"", ""start"": 0, ""end"": 12}]"
Dấu hiệu của cà chua bi thiếu kali,"[{""type"": ""CROP"", ""value"": ""cà chua bi"", ""start"": 13, ""end"": 23}]"
vú sữa cần bón phân gì,"[{""type"": ""CROP"", ""value"": ""vú sữa"", ""start"": 0, ""end"": 6}]"
Sâu đục thân ở nấm mỡ xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""nấm mỡ"", ""start"": 15, ""end"": 21}]"
Tắt bơm ở khu 1,"[{""type"": ""DEVICE"", ""value"": ""bơm"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu 1"", ""start"": 10, ""end"": 15}]"
độ ẩm đất ở khu J,"[{""type"": ""METRIC"", ""value"": ""độ ẩm đất"", ""start"": 0, ""end"": 9}, {""type"": ""AREA"", ""value"": ""khu J"", ""start"": 12, ""end"": 17}]"
Bật đèn chiếu sáng ở khu O trong 3 giờ,"[{""type"": ""DEVICE"", ""value"": ""đèn chiếu sáng"", ""start"": 4, ""end"": 18}, {""type"": ""AREA"", ""value"": ""khu O"", ""start"": 21, ""end"": 26}, {""type"": ""DURATION"", ""value"": ""3 giờ"", ""start"": 33, ""end"": 38}]"
Xem độ ẩm đất ở khu S,"[{""type"": ""METRIC"", ""value"": ""độ ẩm đất"", ""start"": 4, ""end"": 13}, {""type"": ""AREA"", ""value"": ""khu S"", ""start"": 16, ""end"": 21}]"
Bệnh thối rễ ở cà phê xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""cà phê"", ""start"": 15, ""end"": 21}]"
Tắt tưới ở khu G,"[{""type"": ""DEVICE"", ""value"": ""tưới"", ""start"": 4, ""end"": 8}, {""type"": ""AREA"", ""value"": ""khu G"", ""start"": 11, ""end"": 16}]"
Tôi muốn biết về giống gừng,"[{""type"": ""CROP"", ""value"": ""gừng"", ""start"": 23, ""end"": 27}]"
Xem độ ẩm đất ở khu B,"[{""type"": ""METRIC"", ""value"": ""độ ẩm đất"", ""start"": 4, ""end"": 13}, {""type"": ""AREA"", ""value"": ""khu B"", ""start"": 16, ""end"": 21}]"
Bệnh thối rễ ở bí đao xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""bí đao"", ""start"": 15, ""end"": 21}]"
Kỹ thuật chăm sóc cam canh,"[{""type"": ""CROP"", ""value"": ""cam canh"", ""start"": 18, ""end"": 26}]"
Doanh thu tháng trước,"[{""type"": ""DATE"", ""value"": ""tháng trước"", ""start"": 10, ""end"": 21}]"
Bón phân cho giai đoạn kích thích ra hoa ở riềng như thế nào,"[{""type"": ""CROP"", ""value"": ""riềng"", ""start"": 43, ""end"": 48}]"
nhiệt độ không khí khu K đang là bao nhiêu,"[{""type"": ""METRIC"", ""value"": ""nhiệt độ không khí"", ""start"": 0, ""end"": 18}, {""type"": ""AREA"", ""value"": ""khu K"", ""start"": 19, ""end"": 24}]"
Đất trồng phù hợp cho cây đu đủ,"[{""type"": ""CROP"", ""value"": ""đu đủ"", ""start"": 26, ""end"": 31}]"
Kỹ thuật chăm sóc hành lá,"[{""type"": ""CROP"", ""value"": ""hành lá"", ""start"": 18, ""end"": 25}]"
Cách trồng thuốc lá,"[{""type"": ""CROP"", ""value"": ""thuốc lá"", ""start"": 11, ""end"": 19}]"
nhiệt độ đất ở khu O,"[{""type"": ""METRIC"", ""value"": ""nhiệt độ đất"", ""start"": 0, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu O"", ""start"": 15, ""end"": 20}]"
nấm mỡ cần bón phân gì,"[{""type"": ""CROP"", ""value"": ""nấm mỡ"", ""start"": 0, ""end"": 6}]"
Dấu hiệu của chanh dây thiếu đạm,"[{""type"": ""CROP"", ""value"": ""chanh dây"", ""start"": 13, ""end"": 22}]"
Cách trồng bầu,"[{""type"": ""CROP"", ""value"": ""bầu"", ""start"": 11, ""end"": 14}]"
Bệnh loét ở đậu xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""đậu"", ""start"": 12, ""end"": 15}]"
Cho tôi thông tin về cây lê,"[{""type"": ""CROP"", ""value"": ""lê"", ""start"": 25, ""end"": 27}]"
Bệnh loét ở dưa hấu Hắc Mỹ Nhân xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""dưa hấu Hắc Mỹ Nhân"", ""start"": 12, ""end"": 31}]"
Thu hoạch khoai mì khi nào,"[{""type"": ""CROP"", ""value"": ""khoai mì"", ""start"": 10, ""end"": 18}]"
Bệnh loét ở sầu riêng xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""sầu riêng"", ""start"": 12, ""end"": 21}]"
hoa đồng tiền cần bón phân gì,"[{""type"": ""CROP"", ""value"": ""hoa đồng tiền"", ""start"": 0, ""end"": 13}]"
hành tây có yêu cầu gì về sinh thái,"[{""type"": ""CROP"", ""value"": ""hành tây"", ""start"": 0, ""end"": 8}]"
Bật hệ thống tưới ở khu T,"[{""type"": ""DEVICE"", ""value"": ""hệ thống tưới"", ""start"": 4, ""end"": 17}, {""type"": ""AREA"", ""value"": ""khu T"", ""start"": 20, ""end"": 25}]"
ánh sáng của khu F,"[{""type"": ""METRIC"", ""value"": ""ánh sáng"", ""start"": 0, ""end"": 8}, {""type"": ""AREA"", ""value"": ""khu F"", ""start"": 13, ""end"": 18}]"
Bật đèn chiếu sáng ở khu W trong 1 tiếng rưỡi,"[{""type"": ""DEVICE"", ""value"": ""đèn chiếu sáng"", ""start"": 4, ""end"": 18}, {""type"": ""AREA"", ""value"": ""khu W"", ""start"": 21, ""end"": 26}, {""type"": ""DURATION"", ""value"": ""1 tiếng rưỡi"", ""start"": 33, ""end"": 45}]"
Bệnh loét ở hoa đồng tiền xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""hoa đồng tiền"", ""start"": 12, ""end"": 25}]"
Đất trồng phù hợp cho cây xoài Đài Loan,"[{""type"": ""CROP"", ""value"": ""xoài Đài Loan"", ""start"": 26, ""end"": 39}]"
khu X có nhiệt độ đất bao nhiêu,"[{""type"": ""AREA"", ""value"": ""khu X"", ""start"": 0, ""end"": 5}, {""type"": ""METRIC"", ""value"": ""nhiệt độ đất"", ""start"": 9, ""end"": 21}]"
Bệnh phấn trắng ở bí xanh xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""bí xanh"", ""start"": 18, ""end"": 25}]"
mãng cầu bị bệnh gì,"[{""type"": ""CROP"", ""value"": ""mãng cầu"", ""start"": 0, ""end"": 8}]"
Chi phí quý 3,"[{""type"": ""DATE"", ""value"": ""quý 3"", ""start"": 8, ""end"": 13}]"
cường độ ánh sáng của khu Q,"[{""type"": ""METRIC"", ""value"": ""cường độ ánh sáng"", ""start"": 0, ""end"": 17}, {""type"": ""AREA"", ""value"": ""khu Q"", ""start"": 22, ""end"": 27}]"
Tắt máy tưới vườn cam sau 15 phút,"[{""type"": ""DEVICE"", ""value"": ""máy tưới"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 13, ""end"": 21}, {""type"": ""DURATION"", ""value"": ""15 phút"", ""start"": 26, ""end"": 33}]"
khu K có nhiệt độ không khí bao nhiêu,"[{""type"": ""AREA"", ""value"": ""khu K"", ""start"": 0, ""end"": 5}, {""type"": ""METRIC"", ""value"": ""nhiệt độ không khí"", ""start"": 9, ""end"": 27}]"
Tắt bơm nước khu L sau 2 giờ,"[{""type"": ""DEVICE"", ""value"": ""bơm nước"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu L"", ""start"": 13, ""end"": 18}, {""type"": ""DURATION"", ""value"": ""2 giờ"", ""start"": 23, ""end"": 28}]"
Kỹ thuật chăm sóc rau ngót,"[{""type"": ""CROP"", ""value"": ""rau ngót"", ""start"": 18, ""end"": 26}]"
Tắt máy bơm ở khu 5,"[{""type"": ""DEVICE"", ""value"": ""máy bơm"", ""start"": 4, ""end"": 11}, {""type"": ""AREA"", ""value"": ""khu 5"", ""start"": 14, ""end"": 19}]"
Bệnh ở cà rốt xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""cà rốt"", ""start"": 7, ""end"": 13}]"
Thông tin về giống khoai lang tím Nhật,"[{""type"": ""CROP"", ""value"": ""khoai lang tím Nhật"", ""start"": 19, ""end"": 38}]"
Bật đèn trong 1 giờ,"[{""type"": ""DEVICE"", ""value"": ""đèn"", ""start"": 4, ""end"": 7}, {""type"": ""DURATION"", ""value"": ""1 giờ"", ""start"": 14, ""end"": 19}]"
Bón phân cho giai đoạn kích thích ra hoa ở cam như thế nào,"[{""type"": ""CROP"", ""value"": ""cam"", ""start"": 43, ""end"": 46}]"
khu W có độ ẩm đất bao nhiêu,"[{""type"": ""AREA"", ""value"": ""khu W"", ""start"": 0, ""end"": 5}, {""type"": ""METRIC"", ""value"": ""độ ẩm đất"", ""start"": 9, ""end"": 18}]"
Bệnh vàng lá ở bơ booth xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""bơ booth"", ""start"": 15, ""end"": 23}]"
Bật đèn khu 1 4 giờ,"[{""type"": ""DEVICE"", ""value"": ""đèn"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu 1"", ""start"": 8, ""end"": 13}, {""type"": ""DURATION"", ""value"": ""4 giờ"", ""start"": 14, ""end"": 19}]"
Đất trồng phù hợp cho cây bơ 034,"[{""type"": ""CROP"", ""value"": ""bơ 034"", ""start"": 26, ""end"": 32}]"
Sâu đục thân ở cải thìa xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""cải thìa"", ""start"": 15, ""end"": 23}]"
Bật bơm ở khu L vì nhiệt độ đất thấp,"[{""type"": ""DEVICE"", ""value"": ""bơm"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu L"", ""start"": 10, ""end"": 15}, {""type"": ""METRIC"", ""value"": ""nhiệt độ đất"", ""start"": 19, ""end"": 31}]"
Bệnh thối rễ ở tiêu sọ xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""tiêu sọ"", ""start"": 15, ""end"": 22}]"
Kỹ thuật chăm sóc bơ booth,"[{""type"": ""CROP"", ""value"": ""bơ booth"", ""start"": 18, ""end"": 26}]"
