text,label
HÃY CHO TÔI BIẾT LÀM THẾ NÀO ĐỂ GIẢM CÂN,unknown
Tự động trồng cửa sổ khi trời mưa.,device_control
vui lòng dự báo sản lượng dưa hấu vụ tết,analytics_query
So sánh năng suất năm này và năm ngoái à,analytics_query
Trồng xen canh là gì giùm,knowledge_query
Điều khiển van tưới số 5.,device_control
Báo cáo toàn bộ quan về sức khỏe cây trồng.,analytics_query
Liệt kê tổng kết tiền đã thu từ khách hàng x.,financial_query
thử cho tôi biết triệu chứng thiếu magie trên cà chua,knowledge_query
tổng kết tiền điện tháng hiện tại đi,financial_query
mùa thu ở miền Bắc nên trồng rau dền nào?,knowledge_query
kích hoạt đèn sưởi cho cây con giúp tôi,device_control
cho tôi hỏi hãy cho biết một cộng một bằng bao nhiêu,unknown
HIỂN THỊ BIỂU ĐỒ NHIỆT ĐỘ NGÀY HÔM NAY.,sensor_query
Tiền xăng dầu cho máy cày hết là mấy đi,financial_query
mùa xuân nên trồng cây gì?,knowledge_query
Cho xem vốn đầu tư hôm qua.,financial_query
cho liệt kê dữ liệu cảm biến của luống b2 à,sensor_query
giúp tôi cho tôi biết làm thế nào để giảm cân,unknown
Liệt kê tổng doanh thu tháng này là là mấy giùm,financial_query
Tổng thu nhập từ bán cam?,financial_query
Bitcoin giá là mấy?,unknown
GIÚP TÔI TỔNG CỘNG KẾT THU CHI 6 THÁNG ĐẦU NĂM,financial_query
làm ơn độ ẩm đất có thấp quá không,sensor_query
Hãy cho biết toàn bộ thống mỹ hiện tại là ai.,unknown
cho tôi hỏi cho xem kiểm tra nhiệt độ kho lạnh,sensor_query
Làm sao để tưới nước nghệ?,knowledge_query
Dữ liệu cảm biến ph có ổn không nhé,sensor_query
kích hoạt van điện từ số 2.,device_control
Tắt đèn.,device_control
Cho xem kiểm tra lợi nhuận của cây sầu riêng.,financial_query
Cường độ ánh sáng hiện tại nha,sensor_query
Hãy cho biết bạn là ai à,unknown
Dự báo công nợ tháng 9.,analytics_query
vui lòng dự báo nhu cầu nước tưới cho tuần tới,analytics_query
THỬ SO SÁNH NĂNG SUẤT NĂM HIỆN TẠI VÀ NĂM NGOÁI,analytics_query
cho xem khởi động máy bơm tính tổng với,device_control
Tính doanh thu của luống B.,financial_query
Phân tích thu nhập của 1 hecta lúa.,analytics_query
Cho xem tạm ngừng tất cả các máy bơm đi,device_control
Xem số liệu CO2 năm nay.,sensor_query
Lượng mưa hôm nay đo được mấy à,sensor_query
Liệt kê bạn có biết bơi không.,unknown
vui lòng cho xem kiểm tra các khoản nợ nhà cung cấp,financial_query
Cho xem lợi nhuận hôm qua.,financial_query
Tự động xử lý đèn khi ban ngày.,device_control
Hãy tưới nước cho tôi giúp tôi,device_control
liệt kê báo cáo tài chính tháng 9 ơi,financial_query
làm ơn liệt kê dự đoán thời điểm thu hoạch rộ,analytics_query
thử thống kê số lần phun thuốc trong 3 tháng qua,analytics_query
Hãy cho biết bitcoin giá là bao nhiêu?,unknown
Xem số liệu độ ẩm đất hôm qua.,sensor_query
Hãy cho biết chi phí cố định hàng tháng là mấy?,financial_query
Cách phòng trừ rệp sáp cho cây có múi giùm,knowledge_query
Tin tức mới nhất hôm này với,unknown
TOÀN BỘ THỐNG MỸ HIỆN TẠI LÀ AI NHÉ,unknown
hiển thị báo cáo lỗ lãi nha,financial_query
Doanh thu từ bí xanh năm 2024?,financial_query
Hãy cho biết giá trị cảm biến ec là gì?,sensor_query
mở cho tôi máy bơm xem nào,device_control
Cho tôi hỏi cho tôi biết món phở nấu như thế nào,unknown
Xem số liệu pH năm 2024.,sensor_query
THỬ BÁO CÁO DÒNG TIỀN,financial_query
Điều chỉnh hệ thống tưới về cao.,device_control
ngắt quạt ở khu A ơi,device_control
Phòng bệnh thán thư cho xoài à,knowledge_query
Ranking các luống B theo sản lượng.,analytics_query
Kỹ thuật tỉa cành cho đậu bắp?,knowledge_query
xin hãy kiểm tra nhiệt độ kho lạnh,sensor_query
LIỆT KÊ ĐỘI BÓNG NÀO VÔ ĐỊCH WORLD CUP 2022.,unknown
Lợi ích của tưới nhỏ giọt?,knowledge_query
cho xem nhiệt độ nhà màng đi,sensor_query
thử cho xem kiểm tra ánh sáng ở vườn ươm,sensor_query
Cài đặt cảm biến thời gian là thấp.,device_control
Lợi ích của ủ phân compost?,knowledge_query
Bạn có thể hát không giùm,unknown
Quy trình gieo hạt cà chua?,knowledge_query
Điều chỉnh máy bơm về cao.,device_control
Dự đoán thời điểm thu hoạch rộ?,analytics_query
Xem báo cáo tài chính năm nay.,financial_query
kiểm tra báo cáo tài chính tháng 9.,financial_query
phân tích mối tương quan giữa nhiệt độ và sản lượng với,analytics_query
Thời vụ bón phân vải ở miền Nam?,knowledge_query
Cài đặt động cơ nhiệt độ là 25°C.,device_control
So sánh CO2 giữa khu A và khu B.,sensor_query
đậu đũa bị chổi rồng xử lý thế nào?,knowledge_query
TOÀN BỘ THU NHẬP CỦA TÔI NĂM NÀY?,financial_query
Cài đặt máy phun sương thời gian là tự động.,device_control
thử cho xem báo cáo về các hoạt động đã hoàn thành,analytics_query
bí đỏ bị rệp muội xử lý thế nào?,knowledge_query
Cho tôi biết bạn có biết bơi không xem nào,unknown
Liệt kê vì sao bầu trời màu xanh nhé,unknown
Doanh thu từ cà chua tháng này?,financial_query
bạn ơi cho xem phân tích hiệu quả sử dụng phân bón npk,analytics_query
Cho xem tổng cộng kết thu chi 6 tháng đầu năm.,financial_query
mùa thu nên trồng cây gì?,knowledge_query
Cài đặt máy bơm tốc độ là 25°C.,device_control
Ngưng cửa sổ ở khu C.,device_control
Tổng doanh thu 6 tháng đầu năm là bao nhiêu?,financial_query
Xu hướng thu nhập tháng trước.,analytics_query
món phở nấu như thế nào đi,unknown
CHO TÔI BIẾT CẢM BIẾN ĐỘ ẨM KHU C BÁO LÀ MẤY GIÚP TÔI,sensor_query
Cho xem dữ liệu cảm biến của luống B2.,sensor_query
Cho tôi biết độ ẩm không khí trong nhà màng đi,sensor_query
Thống kê doanh thu năm 2024.,analytics_query
Liệt kê nhiệt độ ở khu b đang là là bao nhiêu độ nhé,sensor_query
hãy cho biết nuôi trùn quế có lợi ích gì nhé,knowledge_query
Tổng sản lượng năm 2024 là bao nhiêu?,financial_query
Chi phí nhân công tháng này?,financial_query
làm thế nào để giảm cân đi,unknown
thử báo cáo về tình hình sử dụng đất,analytics_query
toàn bộ thống mỹ hiện tại là ai?,unknown
Lấy cho tôi nhiệt độ khu C.,sensor_query
Khởi động máy bơm 1 ơi,device_control
cho tôi hỏi cho xem báo cáo về tình hình sử dụng đất,analytics_query
Cho xem phân tích chi phí nhân công theo từng hoạt động nha,analytics_query
Thống kê sản lượng theo từng giống cây ơi,analytics_query
Cho xem phân tích tỷ lệ nảy mầm của hạt giống với,analytics_query
Bật hệ thống tưới ở luống 1.,device_control
Kích hoạt máy bơm 1.,device_control
thử kiểm tra các khoản nợ nhà cung cấp,financial_query
GIÚP TÔI DỰ TOÁN CHI PHÍ CHO VỤ MÙA TỚI,financial_query
Lịch sử sản lượng của vườn ươm?,sensor_query
Cho xem khởi động quạt thông gió khu c.,device_control
Thủ đô của Pháp là gì xem nào,unknown
Vui lòng kích hoạt van điện từ số 2,device_control
So sánh doanh thu tháng nay với tháng trước giúp tôi,financial_query
Hẹn giờ kích hoạt đèn lúc 6h tối cho vườn ươm nha,device_control
VUI LÒNG CHO TÔI BIẾT BẠN CÓ THỂ HÁT KHÔNG,unknown
Hãy cho biết tỷ giá hối đoái hôm này.,unknown
Cho máy bơm 3 chạy 10 phút à,device_control
thử khu vực nào hoạt động hiệu quả nhất,analytics_query
thử sản lượng dự kiến của khu a là là mấy,analytics_query
HÃY CHO BIẾT CẢM BIẾN NÀO ĐANG BÁO ĐỘNG.,sensor_query
Biểu đồ độ ẩm đất tuần này.,sensor_query
Thống kê sản lượng theo từng giống cây nhé,analytics_query
Cho tôi biết lịch sử việt nam xem nào,unknown
bạn ơi một cộng một bằng là mấy,unknown
hãy liệt kê ô tô điện hoạt động như thế nào,unknown
Cho xem thống kê chi phí theo từng loại cây trồng giúp tôi,analytics_query
Phân tích vốn đầu tư của nông trại.,analytics_query
xin hãy cho xem ngắt đèn nhà kính,device_control
HÃY KIỂM TRA TẤT CẢ CẢM BIẾN Ở KHU B,sensor_query
Bệnh khô vằn trên táo nhận biết như thế nào?,knowledge_query
Hãy cho biết lợi nhuận gộp của vụ lúa st25 nha,financial_query
Cho xem chúc ngủ ngon.,unknown
Bật máy bơm tổng cộng.,device_control
Dự báo nhu cầu nước tưới cho tuần tới với,analytics_query
làm ơn vì sao cần bón lót,knowledge_query
Tự động tưới nước đèn khi độ ẩm < 50%.,device_control
Cài đặt máy phun sương thời gian là mức 3.,device_control
Độ ẩm đất khu A mấy phần trăm đi,sensor_query
Bitcoin giá mấy ơi,unknown
Liệt kê tổng kết thống mỹ hiện tại là ai à,unknown
thử giống ngô lai f1 có ưu điểm gì,knowledge_query
CHU KỲ SINH TRƯỞNG CỦA CÂY LÚA NHÉ,knowledge_query
Bệnh Greening trên cây có múi với,knowledge_query
Báo cáo tiến độ dự án nhà màng giúp tôi,analytics_query
Xu hướng độ ẩm đất năm nay.,sensor_query
Cho xem ngừng tưới ở khu d.,device_control
mùa khô ở Đồng bằng sông Cửu Long nên trồng xoài Đài Loan nào?,knowledge_query
bạn ơi thời tiết ngày mai ra sao,unknown
ngày hôm nay là thứ là mấy với,unknown
hãy cho xem đổi 100 usd sang vnd,unknown
xin hãy cho xem đóng hệ thống châm phân,device_control
Cho xem kích hoạt van xả lũ.,device_control
Bật cảm biến ở luống 1.,device_control
Thống kê công nợ năm nay.,analytics_query
Hãy cho biết cảm biến mưa có hoạt động không.,sensor_query
Bật máy bơm ở khu A.,device_control
bưởi bị sương mai xử lý thế nào?,knowledge_query
Chi phí lớn nhất trong tháng là gì à,financial_query
thử hãy cho biết các loại sâu bệnh thường gặp trên rau cải,knowledge_query
Chi phí nhân công 6 tháng đầu năm?,financial_query
Cài đặt rèm che chế độ là 25°C.,device_control
Doanh thu từ đậu năm 2024?,financial_query
Phân tích lợi nhuận của vụ mùa.,analytics_query
giúp tôi hãy cho biết độ ẩm đất có thấp quá không,sensor_query
Kiểm tra vụ mùa hôm nay.,financial_query
Sâu đục thân hại ngô xử lý thế nào xem nào,knowledge_query
Bật hệ thống tưới ở luống 2.,device_control
hãy bạn có thể hát không,unknown
là bao nhiêu giờ rồi à,unknown
Tổng công nợ năm 2024 là bao nhiêu?,financial_query
Mặt trăng quay quanh trái đất mất bao lâu giúp tôi,unknown
Cài đặt cửa sổ tốc độ là 25°C.,device_control
Mực nước trong bể chứa còn là bao nhiêu?,sensor_query
Thống kê lợi nhuận quý này.,analytics_query
Doanh thu từ hành lá hôm nay?,financial_query
đóng máy sưởi với,device_control
Liệt kê khu vực nào cần ưu tiên cải tạo.,analytics_query
Cho xem đóng quạt thông gió ở kho lạnh xem nào,device_control
Tổng doanh thu năm nay là bao nhiêu?,financial_query
hãy khu vực nào có năng suất thấp nhất,analytics_query
giúp tôi ngừng tưới ở khu d,device_control
Hãy cho biết ô tô điện hoạt động như thế nào?,unknown
thử liệt kê dự báo giá bán nông sản tháng sau,analytics_query
Tuyệt vời! ơi,unknown
Lịch sử vốn đầu tư của khu B?,sensor_query
Chi phí mua phân bón quý 1 nha,financial_query
Liệt kê độ ẩm đất có cao quá không.,sensor_query
Tính vốn đầu tư của 1 hecta lúa.,financial_query
Các khoản chi đột xuất trong tháng xem nào,financial_query
Biểu đồ pH năm 2024.,sensor_query
do đâu bầu trời màu xanh giùm,unknown
Thống kê doanh thu hôm nay.,analytics_query
Quy trình xử lý dưa chuột?,knowledge_query
Ngưng hệ thống tưới ở luống 2.,device_control
Dự báo doanh thu năm 2024.,analytics_query
LÀM ƠN PHÂN TÍCH NĂNG SUẤT CỦA GIỐNG LÚA ST25,analytics_query
Xem báo cáo tài chính năm 2024.,financial_query
Tắt động cơ.,device_control
giúp tôi bitcoin giá mấy,unknown
thử sản lượng dự kiến của khu a là là bao nhiêu,analytics_query
xin hãy tôi nên ăn gì tối nay,unknown
LÀM ƠN TRIỆU CHỨNG THIẾU LÂN Ở CÂY NGÔ,knowledge_query
KHU VỰC NÀO CÓ NĂNG SUẤT THẤP NHẤT GIÚP TÔI,analytics_query
Lợi nhuận thu được từ 1 hecta lúa?,financial_query
dấu hiệu thiếu đạm trên cây lúa à,knowledge_query
Cách chăm sóc cây hồ tiêu mùa khô?,knowledge_query
Tính tiền lãi của vụ mùa.,financial_query
Cho xem thu nhập tháng trước.,financial_query
Hôm này là thứ là bao nhiêu nhé,unknown
Cho xem đổi 100 usd sang vnd đi,unknown
Cách xử lý hạt giống trước khi gieo nhé,knowledge_query
cho xem kiểm tra cảm biến nhiệt độ số 5 giùm,sensor_query
Dự báo tiền lãi tuần này.,analytics_query
Cho xem đổi 100 usd sang vnd.,unknown
Cho xem thống kê thời gian sinh trưởng trung bình của cây.,analytics_query
Biểu đồ EC tháng trước.,sensor_query
dừng quạt ở khu A.,device_control
Ranking các vườn cam theo lợi nhuận.,analytics_query
độ ẩm đất cao nhất/thấp nhất quý này?,sensor_query
Kỹ thuật aquaponics cho hành lá?,knowledge_query
Các loại thuốc trừ sâu sinh học phổ biến xem nào,knowledge_query
rau răm bị ốc bươu vàng xử lý thế nào?,knowledge_query
Tự động phòng trừ động cơ khi nhiệt độ > 30°C.,device_control
So sánh vốn đầu tư tháng này với tháng trước.,financial_query
Thử bệnh đạo ôn trên lúa là gì,knowledge_query
một cộng một bằng bao nhiêu xem nào,unknown
Tự động phòng trừ van tưới khi nhiệt độ > 30°C.,device_control
Bọ trĩ hại dưa hấu xem nào,knowledge_query
động cơ có đang hoạt động không?,device_control
Xin hãy thống kê sản lượng theo từng giống cây,analytics_query
XIN HÃY HÃY CHO BIẾT BẠN CÓ THÔNG MINH KHÔNG,unknown
cho tôi biết bệnh héo xanh trên cây cà chua.,knowledge_query
Cài đặt cửa sổ tốc độ là thấp.,device_control
xin hãy liệt kê khu vực nào hoạt động hiệu quả nhất,analytics_query
Biểu đồ độ ẩm đất tháng này.,sensor_query
vui lòng kích hoạt hệ thống sưởi cho vườn ươm,device_control
cải bẹ xanh bị lở cổ rễ xử lý thế nào?,knowledge_query
Thời vụ chăm sóc điều ở miền Nam?,knowledge_query
làm ơn cho xem liệt kê chi tiết chi phí ngày 10/10,financial_query
Tính vốn đầu tư của vụ mùa.,financial_query
Cho xem lợi nhuận tháng này.,financial_query
cho tôi hỏi cho xem tạm ngừng quạt thông gió ở kho lạnh,device_control
giúp tôi đổi 100 usd sang vnd,unknown
Cho cho xem dữ liệu cảm biến của khu A à,sensor_query
thử chi phí đầu tư ban đầu cho nhà kính,financial_query
Xu hướng pH 6 tháng đầu năm.,sensor_query
Chi phí xăng dầu tháng 9?,financial_query
Cho tôi biết doanh thu bán dưa hấu vụ tết.,financial_query
Thời vụ gieo hạt rau mùi ở miền Bắc?,knowledge_query
giúp tôi nồng độ dinh dưỡng trong dung dịch thủy canh,sensor_query
Biểu đồ ánh sáng hôm qua.,sensor_query
Cho xem tạm ngừng máy sưởi.,device_control
cho tôi hỏi hẹn giờ kích hoạt đèn lúc 6h tối cho vườn ươm,device_control
Ngưng đèn ở vườn cam.,device_control
Cách phòng trừ ớt?,knowledge_query
So sánh chi tiêu giữa lúa và khu B.,analytics_query
Hôm nay là thứ mấy?,unknown
Cài đặt quạt tốc độ là cao.,device_control
Dự báo lợi nhuận 6 tháng đầu năm.,analytics_query
Biểu đồ độ ẩm đất năm 2024.,sensor_query
Tình trạng pin của cảm biến không dây?,sensor_query
Phân tích chi tiêu của 1 hecta lúa.,analytics_query
Doanh thu từ húng quế hôm nay?,financial_query
Ngưng rèm che ở vườn ươm.,device_control
Cách chăm sóc nấm bào ngư?,knowledge_query
Cách trồng na?,knowledge_query
Cách trồng dừa?,knowledge_query
Liệt kê tính tổng thống mỹ hiện tại là ai.,unknown
Tính vốn đầu tư của khu B.,financial_query
Cho tôi biết dấu hiệu thiếu đạm trên cây lúa.,knowledge_query
xin hãy cho cho biết dữ liệu cảm biến của luống b2,sensor_query
Quy trình thu hoạch rau lang?,knowledge_query
Phân tích lợi nhuận của nông trại.,analytics_query
Ngưng cửa sổ ở nhà màng.,device_control
Lợi nhuận của nông trại quý này?,financial_query
Dự đoán thời điểm thu hoạch rộ với,analytics_query
Nhiệt độ ngày hôm nay thế nào?,sensor_query
CHO TÔI BIẾT HIỆN TƯỢNG THỐI RỄ TRÊN CÂY SẦU RIÊNG.,knowledge_query
hãy hãy cho biết tôi nên ăn gì tối nay,unknown
chi phí vật tư nông nghiệp tuần nay ơi,financial_query
vụ đông ở miền Nam nên trồng măng cụt nào?,knowledge_query
Cho xem báo cáo tổng cộng quan về sức khỏe cây trồng với,analytics_query
Cho xem tôi buồn quá nhé,unknown
giúp tôi ngắt hệ thống chiếu sáng,device_control
Bật cửa sổ ở luống 1.,device_control
Cho xem tắt máy bơm tổng cộng.,device_control
Báo cáo tính tổng hợp chi phí vật tư nông nghiệp nhé,analytics_query
Thống kê lợi nhuận năm 2024.,analytics_query
Cho tôi biết tin tức mới nhất hôm này ơi,unknown
bạn ơi hãy cho biết món phở nấu như thế nào,unknown
Học lập trình bắt đầu từ đâu giúp tôi,unknown
Cách gieo hạt hoa đào?,knowledge_query
Cho xem báo cáo về tình hình sử dụng đất ơi,analytics_query
Cho xem báo cáo tiến độ dự án nhà màng.,analytics_query
Mô hình VAC là gì?,knowledge_query
Lịch sử chi phí của khu C?,sensor_query
Tổng chi phí tháng 9 là bao nhiêu?,financial_query
Kiểm tra khu A tháng này.,financial_query
Hãy cho biết dữ liệu cảm biến độ ẩm gần nhất nhé,sensor_query
Liệt kê biểu hiện thiếu sắt ở cây trồng.,knowledge_query
cho tôi hỏi khởi động máy bơm toàn bộ,device_control
Hãy cho biết biểu hiện thiếu sắt ở cây trồng giùm,knowledge_query
Hãy cho biết đồng eiffel ở đâu với,unknown
THỬ CON CHÓ CỦA TÔI BỊ ỐM,unknown
Cách chăm sóc dưa leo?,knowledge_query
Do đâu bầu trời màu xanh?,unknown
thử chúc mừng sinh nhật,unknown
thử cho tôi biết một cộng một bằng bao nhiêu,unknown
Hãy tưới nước cho tôi.,device_control
Hãy cho biết nồng độ dinh dưỡng trong dung dịch thủy canh nhé,sensor_query
Cho tôi biết giá trị cảm biến ec là gì?,sensor_query
Vui lòng tạm biệt,unknown
Cho cảm biến chạy 1 giờ.,device_control
Doanh thu từ xoài Đài Loan 6 tháng đầu năm?,financial_query
Tưới nước cho luống rau cải xem nào,device_control
hãy cho xem cảm ơn bạn,unknown
Kỹ thuật trồng xen canh cho rau răm?,knowledge_query
Giúp tôi liệt kê chi phí chỉnh sửa chữa máy bơm nước,financial_query
tạm ngừng đèn đi.,device_control
Tự động bón phân quạt khi độ ẩm < 50%.,device_control
Lịch sử tiền lãi của khu vực 1?,sensor_query
CÁCH NÀO ĐỂ DIỆT ỐC BƯƠU VÀNG?,knowledge_query
Triệu chứng thiếu lân ở cây ngô xem nào,knowledge_query
Liệt kê dự báo giá bán nông sản tháng sau.,analytics_query
vui lòng phân tích chi phí thuốc trừ sâu,analytics_query
Kiểm tra khu B tháng 9.,financial_query
HÃY ĐỘ ẨM ĐẤT TRUNG BÌNH CỦA NÔNG TRẠI,sensor_query
Ngưng động cơ ở luống 1.,device_control
cách nào để diệt ốc bươu vàng nha,knowledge_query
Bệnh nứt thân trên đu đủ nhận biết như thế nào?,knowledge_query
Quy trình chăm sóc táo?,knowledge_query
xin hãy kích hoạt máy bơm 1,device_control
Cho xem kiểm tra biểu đồ nhiệt độ ngày hôm nay.,sensor_query
Lợi nhuận của vườn cam tháng trước?,financial_query
Lịch sử chi tiêu của khu C?,sensor_query
Thời vụ phòng trừ đậu đũa ở Tây Nguyên?,knowledge_query
Bệnh tuyến trùng trên nho nhận biết như thế nào?,knowledge_query
thử là mấy giờ rồi,unknown
Đổi 100 USD sang VND.,unknown
BẠN ƠI CHI PHÍ CẬP NHẬT CHỮA MÁY BƠM NƯỚC,financial_query
Tổng tiền lãi tháng này là bao nhiêu?,financial_query
Ngưng quạt ở khu B.,device_control
cà tím bị chổi rồng xử lý thế nào?,knowledge_query
Sản lượng dự kiến của khu A là là mấy giùm,analytics_query
bạn ơi lấy cho tôi nhiệt độ khu c,sensor_query
Bệnh bọ phấn trắng trên bơ 034 nhận biết như thế nào?,knowledge_query
Tính công nợ của khu A.,financial_query
Kiểm tra giống ST25 năm nay.,financial_query
hãy cho xem hẹn 5 giờ sáng mai tưới khu a,device_control
bạn ơi bạn là ai,unknown
thử triệu chứng cây thiếu phân,knowledge_query
bạn ơi nhận biết cây thiếu nitơ,knowledge_query
Cho xem khởi động đèn ở khu vực ươm giống.,device_control
Kể cho tôi một câu chuyện cười giùm,unknown
Lợi nhuận của vụ mùa vừa rồi nha,financial_query
Lợi ích của VAC?,knowledge_query
vụ đông ở Đồng bằng sông Cửu Long nên trồng hoa cúc nào?,knowledge_query
làm ơn chúc ngủ ngon,unknown
Cảm biến nào đang offline đi,sensor_query
Tổng công nợ quý này là bao nhiêu?,financial_query
thử tạo biểu đồ tăng trưởng của cây ở khu c,analytics_query
Cho xem so sánh hiệu quả của 2 loại phân bón a và b ơi,analytics_query
OK NHA,unknown
Doanh thu từ xoài Cát Hòa Lộc năm nay?,financial_query
ánh sáng ở nhà kính là mấy?,sensor_query
Doanh thu từ dưa hấu 6 tháng đầu năm?,financial_query
Chi phí cập nhật chữa máy bơm nước xem nào,financial_query
Thống kê các loại sâu bệnh thường gặp nhất.,analytics_query
Tổng thu nhập năm 2024 là bao nhiêu?,financial_query
giúp tôi liệt kê nhiệt độ ngày hôm nay thế nào,sensor_query
Cây bị vàng lá do thiếu chất gì?,knowledge_query
Làm ơn dịch 'hello' sang tiếng việt,unknown
Lịch sử Việt Nam đi,unknown
Mấy giờ rồi?,unknown
làm ơn cho xem tạo báo cáo tổng kết kết năm,analytics_query
thử tiền điện nước cho nông trại tháng hiện tại,financial_query
CO2 cao nhất/thấp nhất tháng trước?,sensor_query
xin hãy chi phí thay đổi chữa máy bơm nước,financial_query
cho tôi hỏi hẹn giờ khởi động đèn lúc 6h tối cho vườn ươm,device_control
mùa xuân ở miền Trung nên trồng bắp cải nào?,knowledge_query
làm ơn hẹn giờ mở đèn lúc 6h tối cho vườn ươm,device_control
Thử so sánh sản lượng giữa các khu vực trồng lúa,analytics_query
Nhện đỏ hại cây cam giúp tôi,knowledge_query
Doanh thu từ hành tây năm 2024?,financial_query
Doanh thu từ đậu tương hôm qua?,financial_query
Xu hướng chi phí hôm qua.,analytics_query
CHO HIỂN THỊ DỮ LIỆU CẢM BIẾN CỦA LUỐNG B2.,sensor_query
Cho tôi biết lợi nhuận gộp của vụ lúa st25.,financial_query
Chi phí điện nước 6 tháng đầu năm?,financial_query
bạn ơi lợi nhuận ròng của năm 2024,financial_query
Quy trình gieo hạt nấm?,knowledge_query
Cảm biến nào đang offline?,sensor_query
Dự báo nhu cầu nước tưới cho tuần tới nha,analytics_query
ngày hôm nay là thứ bao nhiêu?,unknown
Dừng hệ thống tưới khẩn cấp ơi,device_control
Lịch sử doanh thu của luống 1?,sensor_query
Cho tôi hỏi cho xem báo cáo về các hoạt động đã hoàn thành,analytics_query
Thống kê chi phí 6 tháng đầu năm.,analytics_query
vụ đông xuân nên trồng cây gì?,knowledge_query
thời tiết ngày mai ra sao nhé,unknown
cho tôi biết bạn có thông minh không.,unknown
Bạn ơi hẹn 5 giờ sáng mai tưới khu a,device_control
khu vực nào có năng suất thấp nhất nhé,analytics_query
Hãy tưới nước cho tôi ơi,device_control
Bật cảm biến ở luống 2.,device_control
Kiểm tra các khoản nợ nhà cung cấp à,financial_query
Bật hệ thống sưởi cho vườn ươm.,device_control
QUY TRÌNH TRỒNG NẤM RƠM GIÚP TÔI,knowledge_query
bạn ơi tôi buồn quá,unknown
giúp tôi tôi không hiểu,unknown
hãy cho biết khu vực nào cần ưu tiên cải tạo giùm,analytics_query
Cho xem kích hoạt máy bơm 1 giúp tôi,device_control
Lợi nhuận của 1 hecta lúa năm 2024?,financial_query
Lợi nhuận của 1 hecta lúa quý này?,financial_query
Vui lòng làm thế nào để diệt ốc bươu vàng,knowledge_query
Lợi nhuận của vườn cam 6 tháng đầu năm?,financial_query
Báo cáo về các hoạt động đã hoàn thành.,analytics_query
Cho tôi biết ánh sáng có đủ cho cây không.,sensor_query
Bitcoin giá là bao nhiêu nhé,unknown
Cách nhân giống su hào?,knowledge_query
liệt kê bọ trĩ hại dưa hấu nhé,knowledge_query
Độ dẫn điện của đất (EC) ở khu A nha,sensor_query
giúp tôi ok,unknown
Thống kê thu nhập quý này.,analytics_query
đu đủ bị chuột xử lý thế nào?,knowledge_query
Tháng 7 lỗ hay lãi ơi,financial_query
So sánh sản lượng giữa lúa và hồ tiêu.,analytics_query
Lịch sử tiền lãi của luống 1?,sensor_query
Ranking các giống ST25 theo vốn đầu tư.,analytics_query
Làm sao để trồng xoài Đài Loan?,knowledge_query
Độ ẩm đất khu A là bao nhiêu phần trăm?,sensor_query
Cho xem chỉ đường đến hồ hoàn kiếm nha,unknown
Cách cải tạo đất bị nhiễm phèn xem nào,knowledge_query
xin hãy dự đoán lợi nhuận của vụ mùa tới,analytics_query
chi phí cập nhật chữa máy bơm nước?,financial_query
Tự động cải tạo máy bơm khi độ ẩm < 50%.,device_control
KHỞI ĐỘNG QUẠT THÔNG GIÓ KHU C.,device_control
Cho xem báo cáo sản lượng thu hoạch tháng trước xem nào,analytics_query
cho tôi hỏi cho xem ngắt quạt ở khu a,device_control
cho tôi hỏi thống kê sản lượng theo từng giống cây,analytics_query
Cho tôi biết trái đất hình gì à,unknown
bạn ơi dịch 'hello' sang tiếng việt,unknown
Tính chi tiêu của 1 hecta lúa.,financial_query
Trái đất hình gì nhé,unknown
Biểu đồ EC hôm nay.,sensor_query
Phân tích lợi nhuận của khu A.,analytics_query
Liệt kê nồng độ co2 trong nhà kính là là bao nhiêu?,sensor_query
Tắt quạt ở khu A.,device_control
vui lòng cho xem dừng hệ thống châm phân,device_control
cho xem báo cáo tổng cộng hợp chi phí vật tư nông nghiệp ơi,analytics_query
Điều chỉnh động cơ về mức 3.,device_control
Biểu đồ ánh sáng tháng trước.,sensor_query
Làm sao để xử lý ổi?,knowledge_query
THỬ TÔI CÓ THỂ GIÚP GÌ CHO BẠN,unknown
cho xem kiểm tra các khoản nợ nhà cung cấp.,financial_query
Dừng tưới ở luống B1 với,device_control
Hãy giống bưởi da xanh trồng ở đâu tốt nhất,knowledge_query
Cho tôi biết tính tổng thống mỹ hiện tại là ai.,unknown
Thống kê số lần phun thuốc trong 3 tháng qua giúp tôi,analytics_query
hãy hãy cho biết mặt trăng quay quanh trái đất mất bao lâu,unknown
Dự báo thu nhập năm nay.,analytics_query
Cho rèm che chạy 2 tiếng.,device_control
Tự động bón phân động cơ khi trời mưa.,device_control
So sánh tiền lãi giữa ngô và cà phê.,analytics_query
hãy làm thế nào để giảm cân,unknown
Điều chỉnh cửa sổ về 70%.,device_control
Dự báo sản lượng quý này.,analytics_query
Làm sao để xử lý rau dền?,knowledge_query
Tự động chăm sóc hệ thống tưới khi độ ẩm < 50%.,device_control
Gợi ý cây trồng cho mùa mưa?,knowledge_query
Doanh thu từ mướp tháng trước?,financial_query
Vui lòng hẹn giờ khởi động đèn lúc 6h tối cho vườn ươm,device_control
Chúc mừng sinh nhật giùm,unknown
giúp tôi chạy máy bơm 1 trong 30 phút,device_control
làm ơn tạm ngừng quạt thông gió ở kho lạnh,device_control
Cho xem phân tích mức độ tiêu thụ nước của khu b xem nào,analytics_query
