text,entities
tưới 0.5 tấn nước cho kho vật tư lúc cuối năm,"[{""type"": ""QUANTITY"", ""value"": ""0.5 tấn"", ""start"": 5, ""end"": 12}, {""type"": ""AREA"", ""value"": ""kho vật tư"", ""start"": 22, ""end"": 32}, {""type"": ""DATE"", ""value"": ""cuối năm"", ""start"": 37, ""end"": 45}]"
hoa mai tại hồ chứa B bị bọ phấn trắng,"[{""type"": ""CROP_NAME"", ""value"": ""hoa mai"", ""start"": 0, ""end"": 7}, {""type"": ""AREA"", ""value"": ""hồ chứa B"", ""start"": 12, ""end"": 21}, {""type"": ""PESTICIDE"", ""value"": ""bọ phấn trắng"", ""start"": 25, ""end"": 38}]"
cần 548ml phân bón lá cho bầu đầu mùa,"[{""type"": ""QUANTITY"", ""value"": ""548ml"", ""start"": 4, ""end"": 9}, {""type"": ""FERTILIZER"", ""value"": ""phân bón lá"", ""start"": 10, ""end"": 21}, {""type"": ""CROP_NAME"", ""value"": ""bầu"", ""start"": 26, ""end"": 29}, {""type"": ""SEASON"", ""value"": ""đầu mùa"", ""start"": 30, ""end"": 37}]"
thu hoạch 892ml nấm rơm ở luống A1,"[{""type"": ""QUANTITY"", ""value"": ""892ml"", ""start"": 10, ""end"": 15}, {""type"": ""CROP_NAME"", ""value"": ""nấm rơm"", ""start"": 16, ""end"": 23}, {""type"": ""AREA"", ""value"": ""luống A1"", ""start"": 26, ""end"": 34}]"
hẹn 5 phút,"[{""type"": ""DURATION"", ""value"": ""5 phút"", ""start"": 4, ""end"": 10}]"
cần 3 tấn phân gà cho hoa súng mùa đông,"[{""type"": ""QUANTITY"", ""value"": ""3 tấn"", ""start"": 4, ""end"": 9}, {""type"": ""FERTILIZER"", ""value"": ""phân gà"", ""start"": 10, ""end"": 17}, {""type"": ""CROP_NAME"", ""value"": ""hoa súng"", ""start"": 22, ""end"": 30}, {""type"": ""SEASON"", ""value"": ""mùa đông"", ""start"": 31, ""end"": 39}]"
lên luống dưa lưới ở vườn ươm,"[{""type"": ""ACTIVITY"", ""value"": ""lên luống"", ""start"": 0, ""end"": 9}, {""type"": ""CROP_NAME"", ""value"": ""dưa lưới"", ""start"": 10, ""end"": 18}, {""type"": ""AREA"", ""value"": ""vườn ươm"", ""start"": 21, ""end"": 29}]"
nhà kính 2 có độ ẩm 73%,"[{""type"": ""AREA"", ""value"": ""nhà kính 2"", ""start"": 0, ""end"": 10}, {""type"": ""SENSOR_TYPE_HUMID"", ""value"": ""độ ẩm"", ""start"": 14, ""end"": 19}, {""type"": ""METRIC_VALUE_HUMID"", ""value"": ""73%"", ""start"": 20, ""end"": 23}]"
lợi nhuận vụ 1 là 976.000 VNĐ,"[{""type"": ""SEASON"", ""value"": ""vụ 1"", ""start"": 10, ""end"": 14}, {""type"": ""MONEY"", ""value"": ""976.000 VNĐ"", ""start"": 18, ""end"": 29}]"
ủ phân cho nấm rơm tại khu A vào cuối năm,"[{""type"": ""ACTIVITY"", ""value"": ""ủ phân"", ""start"": 0, ""end"": 6}, {""type"": ""CROP_NAME"", ""value"": ""nấm rơm"", ""start"": 11, ""end"": 18}, {""type"": ""AREA"", ""value"": ""khu A"", ""start"": 23, ""end"": 28}, {""type"": ""DATE"", ""value"": ""cuối năm"", ""start"": 33, ""end"": 41}]"
ghi nhận kiểm tra tại kho lạnh lúc ngày mai,"[{""type"": ""ACTIVITY"", ""value"": ""kiểm tra"", ""start"": 9, ""end"": 17}, {""type"": ""AREA"", ""value"": ""kho lạnh"", ""start"": 22, ""end"": 30}, {""type"": ""DATE"", ""value"": ""ngày mai"", ""start"": 35, ""end"": 43}]"
thu hoạch dứa mùa khô,"[{""type"": ""CROP_NAME"", ""value"": ""dứa"", ""start"": 10, ""end"": 13}, {""type"": ""SEASON"", ""value"": ""mùa khô"", ""start"": 14, ""end"": 21}]"
chi phí cày đất là 134k,"[{""type"": ""ACTIVITY"", ""value"": ""cày đất"", ""start"": 8, ""end"": 15}, {""type"": ""MONEY"", ""value"": ""134k"", ""start"": 19, ""end"": 23}]"
độ mặn hiện tại là bao nhiêu,"[{""type"": ""SENSOR_TYPE"", ""value"": ""độ mặn"", ""start"": 0, ""end"": 6}]"
lợi nhuận vụ hè thu là 932.000đ,"[{""type"": ""SEASON"", ""value"": ""vụ hè thu"", ""start"": 10, ""end"": 19}, {""type"": ""MONEY"", ""value"": ""932.000đ"", ""start"": 23, ""end"": 31}]"
áp dụng chiết cành trồng rau má tại luống 1,"[{""type"": ""TECHNIQUE"", ""value"": ""chiết cành"", ""start"": 8, ""end"": 18}, {""type"": ""CROP_NAME"", ""value"": ""rau má"", ""start"": 25, ""end"": 31}, {""type"": ""AREA"", ""value"": ""luống 1"", ""start"": 36, ""end"": 43}]"
cảm biến mưa đang báo,"[{""type"": ""DEVICE"", ""value"": ""cảm biến mưa"", ""start"": 0, ""end"": 12}]"
đo pH đất tại luống A1 được 5.6,"[{""type"": ""SENSOR_TYPE_PH"", ""value"": ""pH đất"", ""start"": 3, ""end"": 9}, {""type"": ""AREA"", ""value"": ""luống A1"", ""start"": 14, ""end"": 22}, {""type"": ""METRIC_VALUE_PH"", ""value"": ""5.6"", ""start"": 28, ""end"": 31}]"
cảm biến mưa đo được 35 mm,"[{""type"": ""SENSOR_TYPE_RAIN"", ""value"": ""cảm biến mưa"", ""start"": 0, ""end"": 12}, {""type"": ""METRIC_VALUE_RAIN"", ""value"": ""35 mm"", ""start"": 21, ""end"": 26}]"
nồng độ CO2 trong đồng ruộng đạt 302 ppm,"[{""type"": ""SENSOR_TYPE_CO2"", ""value"": ""nồng độ CO2"", ""start"": 0, ""end"": 11}, {""type"": ""AREA"", ""value"": ""đồng ruộng"", ""start"": 18, ""end"": 28}, {""type"": ""METRIC_VALUE_CO2"", ""value"": ""302 ppm"", ""start"": 33, ""end"": 40}]"
thu hoạch hạt điều mùa thu,"[{""type"": ""CROP_NAME"", ""value"": ""hạt điều"", ""start"": 10, ""end"": 18}, {""type"": ""SEASON"", ""value"": ""mùa thu"", ""start"": 19, ""end"": 26}]"
cacao bị vàng lá,"[{""type"": ""CROP_NAME"", ""value"": ""cacao"", ""start"": 0, ""end"": 5}]"
còn phân lân Văn Điển không?,"[{""type"": ""FERTILIZER"", ""value"": ""phân lân Văn Điển"", ""start"": 4, ""end"": 21}]"
bật quạt suốt đêm,"[{""type"": ""DURATION"", ""value"": ""suốt đêm"", ""start"": 9, ""end"": 17}]"
lợi nhuận vụ chiêm là 456 nghìn đồng,"[{""type"": ""SEASON"", ""value"": ""vụ chiêm"", ""start"": 10, ""end"": 18}, {""type"": ""MONEY"", ""value"": ""456 nghìn đồng"", ""start"": 22, ""end"": 36}]"
trồng 16 bao dưa leo tại vườn cam,"[{""type"": ""QUANTITY"", ""value"": ""16 bao"", ""start"": 6, ""end"": 12}, {""type"": ""CROP_NAME"", ""value"": ""dưa leo"", ""start"": 13, ""end"": 20}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 25, ""end"": 33}]"
phun Confidor cho đậu phộng vào tháng này,"[{""type"": ""PESTICIDE"", ""value"": ""Confidor"", ""start"": 5, ""end"": 13}, {""type"": ""CROP_NAME"", ""value"": ""đậu phộng"", ""start"": 18, ""end"": 27}, {""type"": ""DATE"", ""value"": ""tháng này"", ""start"": 32, ""end"": 41}]"
chiết cành dưa lê ở luống A1,"[{""type"": ""ACTIVITY"", ""value"": ""chiết cành"", ""start"": 0, ""end"": 10}, {""type"": ""CROP_NAME"", ""value"": ""dưa lê"", ""start"": 11, ""end"": 17}, {""type"": ""AREA"", ""value"": ""luống A1"", ""start"": 20, ""end"": 28}]"
oxy hòa tan trong hồ là 4.9 mg/L,"[{""type"": ""SENSOR_TYPE_WATER"", ""value"": ""oxy hòa tan"", ""start"": 0, ""end"": 11}, {""type"": ""METRIC_VALUE_WATER"", ""value"": ""4.9 mg/L"", ""start"": 24, ""end"": 32}]"
cấy lúa chuối cau ở vườn cam,"[{""type"": ""ACTIVITY"", ""value"": ""cấy lúa"", ""start"": 0, ""end"": 7}, {""type"": ""CROP_NAME"", ""value"": ""chuối cau"", ""start"": 8, ""end"": 17}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 20, ""end"": 28}]"
lắp đặt hệ thống tưới nhỏ giọt cho kho lạnh,"[{""type"": ""DEVICE"", ""value"": ""hệ thống tưới nhỏ giọt"", ""start"": 8, ""end"": 30}, {""type"": ""AREA"", ""value"": ""kho lạnh"", ""start"": 35, ""end"": 43}]"
lợi nhuận vụ muộn là 2.5 triệu,"[{""type"": ""SEASON"", ""value"": ""vụ muộn"", ""start"": 10, ""end"": 17}, {""type"": ""MONEY"", ""value"": ""2.5 triệu"", ""start"": 21, ""end"": 30}]"
thu 598.000 VNĐ từ hành tím tại vườn cam,"[{""type"": ""MONEY"", ""value"": ""598.000 VNĐ"", ""start"": 4, ""end"": 15}, {""type"": ""CROP_NAME"", ""value"": ""hành tím"", ""start"": 19, ""end"": 27}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 32, ""end"": 40}]"
lượng mưa đo được 82 mm,"[{""type"": ""SENSOR_TYPE_RAIN"", ""value"": ""lượng mưa"", ""start"": 0, ""end"": 9}, {""type"": ""METRIC_VALUE_RAIN"", ""value"": ""82 mm"", ""start"": 18, ""end"": 23}]"
giống nấm đùi gà này tốt không,"[{""type"": ""CROP_NAME"", ""value"": ""nấm đùi gà"", ""start"": 6, ""end"": 16}]"
chi phí trồng cây là 212 nghìn đồng,"[{""type"": ""ACTIVITY"", ""value"": ""trồng cây"", ""start"": 8, ""end"": 17}, {""type"": ""MONEY"", ""value"": ""212 nghìn đồng"", ""start"": 21, ""end"": 35}]"
phun thuốc trừ sâu cho cà pháo vào 2/11,"[{""type"": ""PESTICIDE"", ""value"": ""thuốc trừ sâu"", ""start"": 5, ""end"": 18}, {""type"": ""CROP_NAME"", ""value"": ""cà pháo"", ""start"": 23, ""end"": 30}, {""type"": ""DATE"", ""value"": ""2/11"", ""start"": 35, ""end"": 39}]"
tốc độ gió hôm nay 15.1 m/s,"[{""type"": ""SENSOR_TYPE_WIND"", ""value"": ""tốc độ gió"", ""start"": 0, ""end"": 10}, {""type"": ""METRIC_VALUE_WIND"", ""value"": ""15.1 m/s"", ""start"": 19, ""end"": 27}]"
xem cường độ ánh sáng ở luống A1,"[{""type"": ""SENSOR_TYPE"", ""value"": ""cường độ ánh sáng"", ""start"": 4, ""end"": 21}, {""type"": ""AREA"", ""value"": ""luống A1"", ""start"": 24, ""end"": 32}]"
trả 2 tỷ tiền bẫy Pheromone,"[{""type"": ""MONEY"", ""value"": ""2 tỷ"", ""start"": 4, ""end"": 8}, {""type"": ""PESTICIDE"", ""value"": ""bẫy Pheromone"", ""start"": 14, ""end"": 27}]"
bón lót lạc ở luống 1,"[{""type"": ""ACTIVITY"", ""value"": ""bón lót"", ""start"": 0, ""end"": 7}, {""type"": ""CROP_NAME"", ""value"": ""lạc"", ""start"": 8, ""end"": 11}, {""type"": ""AREA"", ""value"": ""luống 1"", ""start"": 14, ""end"": 21}]"
giá 1115 m2 chè là 594.000 VNĐ,"[{""type"": ""QUANTITY"", ""value"": ""1115 m2"", ""start"": 4, ""end"": 11}, {""type"": ""CROP_NAME"", ""value"": ""chè"", ""start"": 12, ""end"": 15}, {""type"": ""MONEY"", ""value"": ""594.000 VNĐ"", ""start"": 19, ""end"": 30}]"
giống cải thìa này tốt không,"[{""type"": ""CROP_NAME"", ""value"": ""cải thìa"", ""start"": 6, ""end"": 14}]"
độ đục trong hồ là 8.5 mg/L,"[{""type"": ""SENSOR_TYPE_WATER"", ""value"": ""độ đục"", ""start"": 0, ""end"": 6}, {""type"": ""METRIC_VALUE_WATER"", ""value"": ""8.5 mg/L"", ""start"": 19, ""end"": 27}]"
độ đục trong hồ là 8.6 mg/L,"[{""type"": ""SENSOR_TYPE_WATER"", ""value"": ""độ đục"", ""start"": 0, ""end"": 6}, {""type"": ""METRIC_VALUE_WATER"", ""value"": ""8.6 mg/L"", ""start"": 19, ""end"": 27}]"
bật máy phun sương ở nhà màng số 1 trong cả ngày,"[{""type"": ""DEVICE"", ""value"": ""máy phun sương"", ""start"": 4, ""end"": 18}, {""type"": ""AREA"", ""value"": ""nhà màng số 1"", ""start"": 21, ""end"": 34}, {""type"": ""DURATION"", ""value"": ""cả ngày"", ""start"": 41, ""end"": 48}]"
cần xới đất vừng hồ chứa B,"[{""type"": ""ACTIVITY"", ""value"": ""xới đất"", ""start"": 4, ""end"": 11}, {""type"": ""CROP_NAME"", ""value"": ""vừng"", ""start"": 12, ""end"": 16}, {""type"": ""AREA"", ""value"": ""hồ chứa B"", ""start"": 17, ""end"": 26}]"
oxy hòa tan trong hồ là 7.3 mg/L,"[{""type"": ""SENSOR_TYPE_WATER"", ""value"": ""oxy hòa tan"", ""start"": 0, ""end"": 11}, {""type"": ""METRIC_VALUE_WATER"", ""value"": ""7.3 mg/L"", ""start"": 24, ""end"": 32}]"
thu hoạch măng tây vụ đông xuân,"[{""type"": ""CROP_NAME"", ""value"": ""măng tây"", ""start"": 10, ""end"": 18}, {""type"": ""SEASON"", ""value"": ""vụ đông xuân"", ""start"": 19, ""end"": 31}]"
kỹ thuật chăm sóc bông cải xanh,"[{""type"": ""CROP_NAME"", ""value"": ""bông cải xanh"", ""start"": 18, ""end"": 31}]"
khu B có độ ẩm đất 53%,"[{""type"": ""AREA"", ""value"": ""khu B"", ""start"": 0, ""end"": 5}, {""type"": ""SENSOR_TYPE_HUMID"", ""value"": ""độ ẩm đất"", ""start"": 9, ""end"": 18}, {""type"": ""METRIC_VALUE_HUMID"", ""value"": ""53%"", ""start"": 19, ""end"": 22}]"
trạng thái camera giám sát,"[{""type"": ""DEVICE"", ""value"": ""camera giám sát"", ""start"": 11, ""end"": 26}]"
luống A1 thu được 1 tạ bưởi vụ muộn,"[{""type"": ""AREA"", ""value"": ""luống A1"", ""start"": 0, ""end"": 8}, {""type"": ""QUANTITY"", ""value"": ""1 tạ"", ""start"": 18, ""end"": 22}, {""type"": ""CROP_NAME"", ""value"": ""bưởi"", ""start"": 23, ""end"": 27}, {""type"": ""SEASON"", ""value"": ""vụ muộn"", ""start"": 28, ""end"": 35}]"
giá 7 ha tần ô là 374.000 VNĐ,"[{""type"": ""QUANTITY"", ""value"": ""7 ha"", ""start"": 4, ""end"": 8}, {""type"": ""CROP_NAME"", ""value"": ""tần ô"", ""start"": 9, ""end"": 14}, {""type"": ""MONEY"", ""value"": ""374.000 VNĐ"", ""start"": 18, ""end"": 29}]"
mận hậu bị bọ trĩ,"[{""type"": ""CROP_NAME"", ""value"": ""mận hậu"", ""start"": 0, ""end"": 7}, {""type"": ""PESTICIDE"", ""value"": ""bọ trĩ"", ""start"": 11, ""end"": 17}]"
đặt 20 bao lân,"[{""type"": ""QUANTITY"", ""value"": ""20 bao"", ""start"": 4, ""end"": 10}]"
đồng ruộng thu được 18 bao mít ruột đỏ vụ muộn,"[{""type"": ""AREA"", ""value"": ""đồng ruộng"", ""start"": 0, ""end"": 10}, {""type"": ""QUANTITY"", ""value"": ""18 bao"", ""start"": 20, ""end"": 26}, {""type"": ""CROP_NAME"", ""value"": ""mít ruột đỏ"", ""start"": 27, ""end"": 38}, {""type"": ""SEASON"", ""value"": ""vụ muộn"", ""start"": 39, ""end"": 46}]"
sửa chữa van nước,"[{""type"": ""DEVICE"", ""value"": ""van nước"", ""start"": 9, ""end"": 17}]"
cần 11 bao Super Lân cho ớt sừng vụ sớm,"[{""type"": ""QUANTITY"", ""value"": ""11 bao"", ""start"": 4, ""end"": 10}, {""type"": ""FERTILIZER"", ""value"": ""Super Lân"", ""start"": 11, ""end"": 20}, {""type"": ""CROP_NAME"", ""value"": ""ớt sừng"", ""start"": 25, ""end"": 32}, {""type"": ""SEASON"", ""value"": ""vụ sớm"", ""start"": 33, ""end"": 39}]"
cày đất cho nấm hương tại kho lạnh vào chiều nay,"[{""type"": ""ACTIVITY"", ""value"": ""cày đất"", ""start"": 0, ""end"": 7}, {""type"": ""CROP_NAME"", ""value"": ""nấm hương"", ""start"": 12, ""end"": 21}, {""type"": ""AREA"", ""value"": ""kho lạnh"", ""start"": 26, ""end"": 34}, {""type"": ""DATE"", ""value"": ""chiều nay"", ""start"": 39, ""end"": 48}]"
"kiểm tra cường độ ánh sáng ở kho vật tư, đang là 27262 lux","[{""type"": ""SENSOR_TYPE_LIGHT"", ""value"": ""cường độ ánh sáng"", ""start"": 9, ""end"": 26}, {""type"": ""AREA"", ""value"": ""kho vật tư"", ""start"": 29, ""end"": 39}, {""type"": ""METRIC_VALUE_LIGHT"", ""value"": ""27262 lux"", ""start"": 49, ""end"": 58}]"
ghép cành bơ ở luống 1,"[{""type"": ""ACTIVITY"", ""value"": ""ghép cành"", ""start"": 0, ""end"": 9}, {""type"": ""CROP_NAME"", ""value"": ""bơ"", ""start"": 10, ""end"": 12}, {""type"": ""AREA"", ""value"": ""luống 1"", ""start"": 15, ""end"": 22}]"
xoài tứ quý tại kho vật tư bị rệp sáp,"[{""type"": ""CROP_NAME"", ""value"": ""xoài tứ quý"", ""start"": 0, ""end"": 11}, {""type"": ""AREA"", ""value"": ""kho vật tư"", ""start"": 16, ""end"": 26}, {""type"": ""PESTICIDE"", ""value"": ""rệp sáp"", ""start"": 30, ""end"": 37}]"
kho vật tư có độ ẩm đất 45%,"[{""type"": ""AREA"", ""value"": ""kho vật tư"", ""start"": 0, ""end"": 10}, {""type"": ""SENSOR_TYPE_HUMID"", ""value"": ""độ ẩm đất"", ""start"": 14, ""end"": 23}, {""type"": ""METRIC_VALUE_HUMID"", ""value"": ""45%"", ""start"": 24, ""end"": 27}]"
bảo trì cho nhãn Ido tại vườn cam vào tháng này,"[{""type"": ""ACTIVITY"", ""value"": ""bảo trì"", ""start"": 0, ""end"": 7}, {""type"": ""CROP_NAME"", ""value"": ""nhãn Ido"", ""start"": 12, ""end"": 20}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 25, ""end"": 33}, {""type"": ""DATE"", ""value"": ""tháng này"", ""start"": 38, ""end"": 47}]"
thu 21.000đ từ ớt hiểm tại vườn cam,"[{""type"": ""MONEY"", ""value"": ""21.000đ"", ""start"": 4, ""end"": 11}, {""type"": ""CROP_NAME"", ""value"": ""ớt hiểm"", ""start"": 15, ""end"": 22}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 27, ""end"": 35}]"
thu 2.5 triệu từ hoa sen tại kho lạnh,"[{""type"": ""MONEY"", ""value"": ""2.5 triệu"", ""start"": 4, ""end"": 13}, {""type"": ""CROP_NAME"", ""value"": ""hoa sen"", ""start"": 17, ""end"": 24}, {""type"": ""AREA"", ""value"": ""kho lạnh"", ""start"": 29, ""end"": 37}]"
áp dụng aquaponics trồng lúa IR 50404 tại khu A,"[{""type"": ""TECHNIQUE"", ""value"": ""aquaponics"", ""start"": 8, ""end"": 18}, {""type"": ""CROP_NAME"", ""value"": ""lúa IR 50404"", ""start"": 25, ""end"": 37}, {""type"": ""AREA"", ""value"": ""khu A"", ""start"": 42, ""end"": 47}]"
xem độ mặn ở kho lạnh,"[{""type"": ""SENSOR_TYPE"", ""value"": ""độ mặn"", ""start"": 4, ""end"": 10}, {""type"": ""AREA"", ""value"": ""kho lạnh"", ""start"": 13, ""end"": 21}]"
kho lạnh thu được 208kg hành tím vụ muộn,"[{""type"": ""AREA"", ""value"": ""kho lạnh"", ""start"": 0, ""end"": 8}, {""type"": ""QUANTITY"", ""value"": ""208kg"", ""start"": 18, ""end"": 23}, {""type"": ""CROP_NAME"", ""value"": ""hành tím"", ""start"": 24, ""end"": 32}, {""type"": ""SEASON"", ""value"": ""vụ muộn"", ""start"": 33, ""end"": 40}]"
EC của kho lạnh là 2.8 mS/cm,"[{""type"": ""SENSOR_TYPE_EC"", ""value"": ""EC"", ""start"": 0, ""end"": 2}, {""type"": ""AREA"", ""value"": ""kho lạnh"", ""start"": 7, ""end"": 15}, {""type"": ""METRIC_VALUE_EC"", ""value"": ""2.8 mS/cm"", ""start"": 19, ""end"": 28}]"
áp dụng tưới phun sương trồng kinh giới tại hồ chứa B,"[{""type"": ""TECHNIQUE"", ""value"": ""tưới phun sương"", ""start"": 8, ""end"": 23}, {""type"": ""CROP_NAME"", ""value"": ""kinh giới"", ""start"": 30, ""end"": 39}, {""type"": ""AREA"", ""value"": ""hồ chứa B"", ""start"": 44, ""end"": 53}]"
xem tốc độ gió ở luống A1,"[{""type"": ""SENSOR_TYPE"", ""value"": ""tốc độ gió"", ""start"": 4, ""end"": 14}, {""type"": ""AREA"", ""value"": ""luống A1"", ""start"": 17, ""end"": 25}]"
hướng gió hôm nay 19.1 m/s,"[{""type"": ""SENSOR_TYPE_WIND"", ""value"": ""hướng gió"", ""start"": 0, ""end"": 9}, {""type"": ""METRIC_VALUE_WIND"", ""value"": ""19.1 m/s"", ""start"": 18, ""end"": 26}]"
bón 5 ha NPK 20-20-15 cho hoa sen ở nhà màng số 1,"[{""type"": ""QUANTITY"", ""value"": ""5 ha"", ""start"": 4, ""end"": 8}, {""type"": ""FERTILIZER"", ""value"": ""NPK 20-20-15"", ""start"": 9, ""end"": 21}, {""type"": ""CROP_NAME"", ""value"": ""hoa sen"", ""start"": 26, ""end"": 33}, {""type"": ""AREA"", ""value"": ""nhà màng số 1"", ""start"": 36, ""end"": 49}]"
xem ánh sáng ở đồng ruộng,"[{""type"": ""SENSOR_TYPE"", ""value"": ""ánh sáng"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""đồng ruộng"", ""start"": 15, ""end"": 25}]"
cần 1288 m2 phân chuồng cho sả mùa khô,"[{""type"": ""QUANTITY"", ""value"": ""1288 m2"", ""start"": 4, ""end"": 11}, {""type"": ""FERTILIZER"", ""value"": ""phân chuồng"", ""start"": 12, ""end"": 23}, {""type"": ""CROP_NAME"", ""value"": ""sả"", ""start"": 28, ""end"": 30}, {""type"": ""SEASON"", ""value"": ""mùa khô"", ""start"": 31, ""end"": 38}]"
luống 1 có độ ẩm đất 68%,"[{""type"": ""AREA"", ""value"": ""luống 1"", ""start"": 0, ""end"": 7}, {""type"": ""SENSOR_TYPE_HUMID"", ""value"": ""độ ẩm đất"", ""start"": 11, ""end"": 20}, {""type"": ""METRIC_VALUE_HUMID"", ""value"": ""68%"", ""start"": 21, ""end"": 24}]"
trồng 13 bao hoa lay ơn tại kho vật tư,"[{""type"": ""QUANTITY"", ""value"": ""13 bao"", ""start"": 6, ""end"": 12}, {""type"": ""CROP_NAME"", ""value"": ""hoa lay ơn"", ""start"": 13, ""end"": 23}, {""type"": ""AREA"", ""value"": ""kho vật tư"", ""start"": 28, ""end"": 38}]"
bơ sáp bị Confidor,"[{""type"": ""CROP_NAME"", ""value"": ""bơ sáp"", ""start"": 0, ""end"": 6}, {""type"": ""PESTICIDE"", ""value"": ""Confidor"", ""start"": 10, ""end"": 18}]"
tưới 1 tạ nước cho nhà màng số 1 lúc sáng nay,"[{""type"": ""QUANTITY"", ""value"": ""1 tạ"", ""start"": 5, ""end"": 9}, {""type"": ""AREA"", ""value"": ""nhà màng số 1"", ""start"": 19, ""end"": 32}, {""type"": ""DATE"", ""value"": ""sáng nay"", ""start"": 37, ""end"": 45}]"
lợi nhuận vụ đông xuân là 402k,"[{""type"": ""SEASON"", ""value"": ""vụ đông xuân"", ""start"": 10, ""end"": 22}, {""type"": ""MONEY"", ""value"": ""402k"", ""start"": 26, ""end"": 30}]"
thu hoạch hồng xiêm cuối mùa,"[{""type"": ""CROP_NAME"", ""value"": ""hồng xiêm"", ""start"": 10, ""end"": 19}, {""type"": ""SEASON"", ""value"": ""cuối mùa"", ""start"": 20, ""end"": 28}]"
cần 2 tạ DAP cho cà phê Robusta mùa thu,"[{""type"": ""QUANTITY"", ""value"": ""2 tạ"", ""start"": 4, ""end"": 8}, {""type"": ""FERTILIZER"", ""value"": ""DAP"", ""start"": 9, ""end"": 12}, {""type"": ""CROP_NAME"", ""value"": ""cà phê Robusta"", ""start"": 17, ""end"": 31}, {""type"": ""SEASON"", ""value"": ""mùa thu"", ""start"": 32, ""end"": 39}]"
cần 488kg DAP cho đậu vụ chiêm,"[{""type"": ""QUANTITY"", ""value"": ""488kg"", ""start"": 4, ""end"": 9}, {""type"": ""FERTILIZER"", ""value"": ""DAP"", ""start"": 10, ""end"": 13}, {""type"": ""CROP_NAME"", ""value"": ""đậu"", ""start"": 18, ""end"": 21}, {""type"": ""SEASON"", ""value"": ""vụ chiêm"", ""start"": 22, ""end"": 30}]"
vườn ươm thu được 4 tạ lúa nếp cái hoa vàng cuối mùa,"[{""type"": ""AREA"", ""value"": ""vườn ươm"", ""start"": 0, ""end"": 8}, {""type"": ""QUANTITY"", ""value"": ""4 tạ"", ""start"": 18, ""end"": 22}, {""type"": ""CROP_NAME"", ""value"": ""lúa nếp cái hoa vàng"", ""start"": 23, ""end"": 43}, {""type"": ""SEASON"", ""value"": ""cuối mùa"", ""start"": 44, ""end"": 52}]"
giống hoa đào này tốt không,"[{""type"": ""CROP_NAME"", ""value"": ""hoa đào"", ""start"": 6, ""end"": 13}]"
tưới 4697 m2 nước cho khu A lúc 11/11,"[{""type"": ""QUANTITY"", ""value"": ""4697 m2"", ""start"": 5, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu A"", ""start"": 22, ""end"": 27}, {""type"": ""DATE"", ""value"": ""11/11"", ""start"": 32, ""end"": 37}]"
"kiểm tra PAR ở vườn ươm, đang là 33949 lux","[{""type"": ""SENSOR_TYPE_LIGHT"", ""value"": ""PAR"", ""start"": 9, ""end"": 12}, {""type"": ""AREA"", ""value"": ""vườn ươm"", ""start"": 15, ""end"": 23}, {""type"": ""METRIC_VALUE_LIGHT"", ""value"": ""33949 lux"", ""start"": 33, ""end"": 42}]"
giá trị độ ẩm,"[{""type"": ""SENSOR_TYPE"", ""value"": ""độ ẩm"", ""start"": 8, ""end"": 13}]"
thu 114 nghìn đồng từ bơ booth tại luống 1,"[{""type"": ""MONEY"", ""value"": ""114 nghìn đồng"", ""start"": 4, ""end"": 18}, {""type"": ""CROP_NAME"", ""value"": ""bơ booth"", ""start"": 22, ""end"": 30}, {""type"": ""AREA"", ""value"": ""luống 1"", ""start"": 35, ""end"": 42}]"
cần tỉa cành nhãn lồng Hưng Yên nhà kính 2,"[{""type"": ""ACTIVITY"", ""value"": ""tỉa cành"", ""start"": 4, ""end"": 12}, {""type"": ""CROP_NAME"", ""value"": ""nhãn lồng Hưng Yên"", ""start"": 13, ""end"": 31}, {""type"": ""AREA"", ""value"": ""nhà kính 2"", ""start"": 32, ""end"": 42}]"
bật máy sưởi ở luống A1 trong cả ngày,"[{""type"": ""DEVICE"", ""value"": ""máy sưởi"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""luống A1"", ""start"": 15, ""end"": 23}, {""type"": ""DURATION"", ""value"": ""cả ngày"", ""start"": 30, ""end"": 37}]"
nhãn Ido bị bệnh thối rễ,"[{""type"": ""CROP_NAME"", ""value"": ""nhãn Ido"", ""start"": 0, ""end"": 8}, {""type"": ""PESTICIDE"", ""value"": ""bệnh thối rễ"", ""start"": 12, ""end"": 24}]"
bật drone ở khu thử nghiệm trong 1 tiếng rưỡi,"[{""type"": ""DEVICE"", ""value"": ""drone"", ""start"": 4, ""end"": 9}, {""type"": ""AREA"", ""value"": ""khu thử nghiệm"", ""start"": 12, ""end"": 26}, {""type"": ""DURATION"", ""value"": ""1 tiếng rưỡi"", ""start"": 33, ""end"": 45}]"
