text,entities
"cuối năm nay tổng kết","[{""type"":""DATE"",""value"":""cuối năm nay"",""start"":0,""end"":12}]"
"vào tháng 12 trời lạnh","[{""type"":""DATE"",""value"":""tháng 12"",""start"":4,""end"":12}]"
"sinh nhật tôi là 10/10","[{""type"":""DATE"",""value"":""10/10"",""start"":17,""end"":22}]"
"báo cáo ngày 5.6.2023","[{""type"":""DATE"",""value"":""5.6.2023"",""start"":13,""end"":21}]"
"hạn nộp là 15/3","[{""type"":""DATE"",""value"":""15/3"",""start"":11,""end"":15}]"
"đã xảy ra 2 ngày trước","[{""type"":""DATE"",""value"":""2 ngày trước"",""start"":11,""end"":23}]"
"3 tuần sau sẽ xong","[{""type"":""DATE"",""value"":""3 tuần sau"",""start"":0,""end"":10}]"
"5 năm qua thay đổi nhiều","[{""type"":""DATE"",""value"":""5 năm qua"",""start"":0,""end"":9}]"
"ghi nhận lúc 15:30","[{""type"":""DATE"",""value"":""15:30"",""start"":13,""end"":18}]"
"hẹn lúc 8 giờ tối","[{""type"":""DATE"",""value"":""8 giờ tối"",""start"":8,""end"":17}]"
"vào năm 2025","[{""type"":""DATE"",""value"":""năm 2025"",""start"":4,""end"":12}]"
"ngày 30 Tết","[{""type"":""DATE"",""value"":""30 Tết"",""start"":5,""end"":11}]"
"sự kiện 15/08/2023","[{""type"":""DATE"",""value"":""15/08/2023"",""start"":8,""end"":18}]"
"chi phí hết 100k","[{""type"":""MONEY"",""value"":""100k"",""start"":12,""end"":16}]"
"doanh thu được 5 triệu","[{""type"":""MONEY"",""value"":""5 triệu"",""start"":15,""end"":22}]"
"lợi nhuận 1.5 triệu đồng","[{""type"":""MONEY"",""value"":""1.5 triệu đồng"",""start"":10,""end"":24}]"
"giá 50 ngàn","[{""type"":""MONEY"",""value"":""50 ngàn"",""start"":4,""end"":11}]"
"tổng chi 2,500,000 VNĐ","[{""type"":""MONEY"",""value"":""2,500,000 VNĐ"",""start"":9,""end"":23}]"
"bán được 300 nghìn","[{""type"":""MONEY"",""value"":""300 nghìn"",""start"":9,""end"":18}]"
"thuốc này giá 75.000đ","[{""type"":""MONEY"",""value"":""75.000đ"",""start"":13,""end"":21}]"
"lãi 12tr","[{""type"":""MONEY"",""value"":""12tr"",""start"":4,""end"":8}]"
"dự án 2 tỷ","[{""type"":""MONEY"",""value"":""2 tỷ"",""start"":7,""end"":11}]"
"chi 1,2 tỷ đồng","[{""type"":""MONEY"",""value"":""1,2 tỷ đồng"",""start"":4,""end"":15}]"
"còn nợ 500.000","[{""type"":""MONEY"",""value"":""500.000"",""start"":8,""end"":15}]"
"giá 20k/kg","[{""type"":""MONEY"",""value"":""20k/kg"",""start"":4,""end"":10}]"
"chi phí 10 triệu 500 nghìn","[{""type"":""MONEY"",""value"":""10 triệu 500 nghìn"",""start"":8,""end"":26}]"
"tổng thu 150 triệu","[{""type"":""MONEY"",""value"":""150 triệu"",""start"":9,""end"":18}]"
"giá 500 đồng","[{""type"":""MONEY"",""value"":""500 đồng"",""start"":4,""end"":12}]"
"lỗ 50 triệu","[{""type"":""MONEY"",""value"":""50 triệu"",""start"":3,""end"":11}]"
"giá chỉ 10.000 vnd","[{""type"":""MONEY"",""value"":""10.000 vnd"",""start"":8,""end"":18}]"
"trả 70k tiền điện","[{""type"":""MONEY"",""value"":""70k"",""start"":4,""end"":7}]"
"đầu tư 1 tỉ 2","[{""type"":""MONEY"",""value"":""1 tỉ 2"",""start"":8,""end"":14}]"
"hóa đơn 800k","[{""type"":""MONEY"",""value"":""800k"",""start"":8,""end"":12}]"
"thu 5tr5","[{""type"":""MONEY"",""value"":""5tr5"",""start"":4,""end"":8}]"
"chi 250 ngàn","[{""type"":""MONEY"",""value"":""250 ngàn"",""start"":4,""end"":12}]"
"giá 199k","[{""type"":""MONEY"",""value"":""199k"",""start"":4,""end"":8}]"
"doanh số 120 triệu","[{""type"":""MONEY"",""value"":""120 triệu"",""start"":10,""end"":19}]"
"chi phí 3,2tr","[{""type"":""MONEY"",""value"":""3,2tr"",""start"":8,""end"":13}]"
"giá 500.000 đồng một con","[{""type"":""MONEY"",""value"":""500.000 đồng"",""start"":4,""end"":16}]"
"tổng cộng 1 triệu 2","[{""type"":""MONEY"",""value"":""1 triệu 2"",""start"":10,""end"":19}]"
"cần 50 triệu vốn","[{""type"":""MONEY"",""value"":""50 triệu"",""start"":4,""end"":12}]"
"giá 25 nghìn 1 mớ","[{""type"":""MONEY"",""value"":""25 nghìn"",""start"":4,""end"":12}]"
"bán 200k tiền rau","[{""type"":""MONEY"",""value"":""200k"",""start"":4,""end"":8}]"
"lương 15 triệu","[{""type"":""MONEY"",""value"":""15 triệu"",""start"":6,""end"":14}]"
"phạt 1 triệu","[{""type"":""MONEY"",""value"":""1 triệu"",""start"":5,""end"":12}]"
"thưởng 500k","[{""type"":""MONEY"",""value"":""500k"",""start"":7,""end"":11}]"
"giá là mười nghìn","[{""type"":""MONEY"",""value"":""mười nghìn"",""start"":7,""end"":17}]"
"năm triệu đồng","[{""type"":""MONEY"",""value"":""năm triệu đồng"",""start"":0,""end"":14}]"
"chi phí 20.000.000","[{""type"":""MONEY"",""value"":""20.000.000"",""start"":8,""end"":18}]"
"giá 99.000","[{""type"":""MONEY"",""value"":""99.000"",""start"":4,""end"":10}]"
"đã trả 100 triệu","[{""type"":""MONEY"",""value"":""100 triệu"",""start"":7,""end"":16}]"
"cần 1 tỷ đồng","[{""type"":""MONEY"",""value"":""1 tỷ đồng"",""start"":4,""end"":13}]"
"thu về 500tr","[{""type"":""MONEY"",""value"":""500tr"",""start"":7,""end"":12}]"
"giá 45k","[{""type"":""MONEY"",""value"":""45k"",""start"":4,""end"":7}]"
"lỗ 200 triệu","[{""type"":""MONEY"",""value"":""200 triệu"",""start"":3,""end"":12}]"
"chi phí 12.5 triệu","[{""type"":""MONEY"",""value"":""12.5 triệu"",""start"":8,""end"":18}]"
"tổng 850k","[{""type"":""MONEY"",""value"":""850k"",""start"":5,""end"":9}]"
"doanh thu 3.1 tỷ","[{""type"":""MONEY"",""value"":""3.1 tỷ"",""start"":10,""end"":16}]"
"chi phí 60 ngàn đồng","[{""type"":""MONEY"",""value"":""60 ngàn đồng"",""start"":8,""end"":20}]"
"thu nhập 18 triệu/tháng","[{""type"":""MONEY"",""value"":""18 triệu"",""start"":9,""end"":17}]"
"giá 200.000 VNĐ","[{""type"":""MONEY"",""value"":""200.000 VNĐ"",""start"":4,""end"":16}]"
"lãi ròng 300tr","[{""type"":""MONEY"",""value"":""300tr"",""start"":9,""end"":14}]"
"tổng 1 triệu 8","[{""type"":""MONEY"",""value"":""1 triệu 8"",""start"":5,""end"":14}]"
"tưới nước trong 10 phút","[{""type"":""DURATION"",""value"":""10 phút"",""start"":16,""end"":23}]"
"bật máy bơm 2 giờ","[{""type"":""DURATION"",""value"":""2 giờ"",""start"":13,""end"":18}]"
"chạy quạt trong 30 phút","[{""type"":""DURATION"",""value"":""30 phút"",""start"":12,""end"":19}]"
"bật đèn 8 tiếng mỗi ngày","[{""type"":""DURATION"",""value"":""8 tiếng"",""start"":9,""end"":16}]"
"ngâm hạt giống 12 tiếng","[{""type"":""DURATION"",""value"":""12 tiếng"",""start"":15,""end"":23}]"
"ủ phân trong 2 tuần","[{""type"":""DURATION"",""value"":""2 tuần"",""start"":11,""end"":18}]"
"cây phát triển 3 tháng","[{""type"":""DURATION"",""value"":""3 tháng"",""start"":16,""end"":24}]"
"hợp đồng thuê đất 5 năm","[{""type"":""DURATION"",""value"":""5 năm"",""start"":18,""end"":23}]"
"chờ trong nửa tiếng","[{""type"":""DURATION"",""value"":""nửa tiếng"",""start"":10,""end"":19}]"
"việc này mất cả ngày","[{""type"":""DURATION"",""value"":""cả ngày"",""start"":12,""end"":19}]"
"phơi thóc 2 ngày nắng","[{""type"":""DURATION"",""value"":""2 ngày"",""start"":10,""end"":16}]"
"tắt máy sau 15 phút","[{""type"":""DURATION"",""value"":""15 phút"",""start"":11,""end"":18}]"
"chạy máy 1 giờ liên tục","[{""type"":""DURATION"",""value"":""1 giờ"",""start"":10,""end"":15}]"
"nghỉ 5 phút","[{""type"":""DURATION"",""value"":""5 phút"",""start"":5,""end"":11}]"
"hẹn tưới 45 phút","[{""type"":""DURATION"",""value"":""45 phút"",""start"":9,""end"":16}]"
"mở van 1 tiếng rưỡi","[{""type"":""DURATION"",""value"":""1 tiếng rưỡi"",""start"":7,""end"":19}]"
"cách ly cây 1 tuần","[{""type"":""DURATION"",""value"":""1 tuần"",""start"":12,""end"":18}]"
"gieo mạ 10 ngày","[{""type"":""DURATION"",""value"":""10 ngày"",""start"":9,""end"":16}]"
"bảo hành 6 tháng","[{""type"":""DURATION"",""value"":""6 tháng"",""start"":10,""end"":17}]"
"chờ 30 giây","[{""type"":""DURATION"",""value"":""30 giây"",""start"":4,""end"":11}]"
"tưới 1 phút","[{""type"":""DURATION"",""value"":""1 phút"",""start"":6,""end"":12}]"
"bật đèn 10 giờ/ngày","[{""type"":""DURATION"",""value"":""10 giờ/ngày"",""start"":9,""end"":19}]"
"chu kỳ 45 ngày","[{""type"":""DURATION"",""value"":""45 ngày"",""start"":8,""end"":15}]"
"sạc pin 3 giờ","[{""type"":""DURATION"",""value"":""3 giờ"",""start"":8,""end"":13}]"
"tắt máy trong 5 giây","[{""type"":""DURATION"",""value"":""5 giây"",""start"":12,""end"":18}]"
"mở nước 12 phút","[{""type"":""DURATION"",""value"":""12 phút"",""start"":8,""end"":15}]"
"chạy quạt 1.5 giờ","[{""type"":""DURATION"",""value"":""1.5 giờ"",""start"":10,""end"":17}]"
"ủ 30 ngày","[{""type"":""DURATION"",""value"":""30 ngày"",""start"":2,""end"":9}]"
"mất 2 năm để ra quả","[{""type"":""DURATION"",""value"":""2 năm"",""start"":4,""end"":9}]"
"tưới suốt 3 tiếng","[{""type"":""DURATION"",""value"":""3 tiếng"",""start"":10,""end"":17}]"
"chỉ 20 phút thôi","[{""type"":""DURATION"",""value"":""20 phút"",""start"":4,""end"":11}]"
"mở máy 24 giờ","[{""type"":""DURATION"",""value"":""24 giờ"",""start"":8,""end"":14}]"
"gieo hạt 1 tuần rồi","[{""type"":""DURATION"",""value"":""1 tuần"",""start"":9,""end"":15}]"
"cây con 1 tháng tuổi","[{""type"":""DURATION"",""value"":""1 tháng"",""start"":8,""end"":15}]"
"tưới 20 giây","[{""type"":""DURATION"",""value"":""20 giây"",""start"":6,""end"":13}]"
"làm trong 4 giờ","[{""type"":""DURATION"",""value"":""4 giờ"",""start"":9,""end"":14}]"
"diễn ra 3 ngày 2 đêm","[{""type"":""DURATION"",""value"":""3 ngày 2 đêm"",""start"":8,""end"":20}]"
"phơi 1 nắng","[{""type"":""DURATION"",""value"":""1 nắng"",""start"":5,""end"":11}]"
"bật quạt 2 tiếng rưỡi","[{""type"":""DURATION"",""value"":""2 tiếng rưỡi"",""start"":9,""end"":21}]"
"hẹn 60 phút nữa tưới","[{""type"":""DURATION"",""value"":""60 phút"",""start"":4,""end"":11}]"
"chạy 120 giây","[{""type"":""DURATION"",""value"":""120 giây"",""start"":5,""end"":13}]"
"chỉ 5 phút","[{""type"":""DURATION"",""value"":""5 phút"",""start"":4,""end"":10}]"
"cả buổi sáng","[{""type"":""DURATION"",""value"":""cả buổi sáng"",""start"":0,""end"":12}]"
"suốt cả tuần","[{""type"":""DURATION"",""value"":""suốt cả tuần"",""start"":0,""end"":12}]"
"mất 1 quý","[{""type"":""DURATION"",""value"":""1 quý"",""start"":4,""end"":9}]"
"hẹn giờ 180 phút","[{""type"":""DURATION"",""value"":""180 phút"",""start"":8,""end"":16}]"
"phát triển 60 ngày","[{""type"":""DURATION"",""value"":""60 ngày"",""start"":12,""end"":19}]"
"mở máy 3 giờ","[{""type"":""DURATION"",""value"":""3 giờ"",""start"":8,""end"":13}]"
"tưới trong 25 phút","[{""type"":""DURATION"",""value"":""25 phút"",""start"":10,""end"":17}]"
"chờ 1 giờ 15 phút","[{""type"":""DURATION"",""value"":""1 giờ 15 phút"",""start"":4,""end"":18}]"
"tưới nước khu A","[{""type"":""AREA"",""value"":""khu A"",""start"":10,""end"":15}]"
"kiểm tra luống B1","[{""type"":""AREA"",""value"":""luống B1"",""start"":10,""end"":18}]"
"nhiệt độ ở vườn ươm","[{""type"":""AREA"",""value"":""vườn ươm"",""start"":12,""end"":21}]"
"bón phân cho vườn cam","[{""type"":""AREA"",""value"":""vườn cam"",""start"":13,""end"":21}]"
"tình trạng nhà màng số 2","[{""type"":""AREA"",""value"":""nhà màng số 2"",""start"":11,""end"":25}]"
"lấy hạt giống ở kho A","[{""type"":""AREA"",""value"":""kho A"",""start"":17,""end"":22}]"
"mực nước hồ số 1","[{""type"":""AREA"",""value"":""hồ số 1"",""start"":10,""end"":17}]"
"phun thuốc cho luống C2","[{""type"":""AREA"",""value"":""luống C2"",""start"":14,""end"":22}]"
"cây trồng ở khu vực 5","[{""type"":""AREA"",""value"":""khu vực 5"",""start"":12,""end"":22}]"
"vườn ổi bị sâu","[{""type"":""AREA"",""value"":""vườn ổi"",""start"":0,""end"":7}]"
"ánh sáng tại nhà kính 1","[{""type"":""AREA"",""value"":""nhà kính 1"",""start"":12,""end"":22}]"
"kiểm tra kho vật tư","[{""type"":""AREA"",""value"":""kho vật tư"",""start"":10,""end"":20}]"
"độ ẩm đất khu C","[{""type"":""AREA"",""value"":""khu C"",""start"":12,""end"":17}]"
"bơm nước vào bể B","[{""type"":""AREA"",""value"":""bể B"",""start"":13,""end"":18}]"
"vườn rau sau nhà","[{""type"":""AREA"",""value"":""vườn rau sau nhà"",""start"":0,""end"":16}]"
"tắt đèn ở luống 10","[{""type"":""AREA"",""value"":""luống 10"",""start"":10,""end"":18}]"
"khu F đang trồng gì?","[{""type"":""AREA"",""value"":""khu F"",""start"":0,""end"":5}]"
"nhiệt độ vườn ươm 2","[{""type"":""AREA"",""value"":""vườn ươm 2"",""start"":9,""end"":20}]"
"vườn bưởi da xanh","[{""type"":""AREA"",""value"":""vườn bưởi da xanh"",""start"":0,""end"":17}]"
"nhà màng D bị hỏng","[{""type"":""AREA"",""value"":""nhà màng D"",""start"":0,""end"":10}]"
"lấy đồ ở kho lạnh","[{""type"":""AREA"",""value"":""kho lạnh"",""start"":10,""end"":18}]"
"mực nước hồ chứa","[{""type"":""AREA"",""value"":""hồ chứa"",""start"":10,""end"":17}]"
"luống A1 cần tưới","[{""type"":""AREA"",""value"":""luống A1"",""start"":0,""end"":8}]"
"khu G có sâu","[{""type"":""AREA"",""value"":""khu G"",""start"":0,""end"":5}]"
"vườn 3 bị ngập","[{""type"":""AREA"",""value"":""vườn 3"",""start"":0,""end"":6}]"
"nhà kính C đang trống","[{""type"":""AREA"",""value"":""nhà kính C"",""start"":0,""end"":10}]"
"cất vào kho B2","[{""type"":""AREA"",""value"":""kho B2"",""start"":8,""end"":14}]"
"nước trong bể 1","[{""type"":""AREA"",""value"":""bể 1"",""start"":11,""end"":16}]"
"vườn ươm số 1","[{""type"":""AREA"",""value"":""vườn ươm số 1"",""start"":0,""end"":13}]"
"cây ở luống D5","[{""type"":""AREA"",""value"":""luống D5"",""start"":7,""end"":15}]"
"khu vực 12","[{""type"":""AREA"",""value"":""khu vực 12"",""start"":0,""end"":10}]"
"vườn 4 bị bệnh","[{""type"":""AREA"",""value"":""vườn 4"",""start"":0,""end"":6}]"
"nhà màng 5","[{""type"":""AREA"",""value"":""nhà màng 5"",""start"":0,""end"":10}]"
"kho hạt giống","[{""type"":""AREA"",""value"":""kho hạt giống"",""start"":0,""end"":13}]"
"hồ cá bị đục","[{""type"":""AREA"",""value"":""hồ cá"",""start"":0,""end"":6}]"
"khu thử nghiệm","[{""type"":""AREA"",""value"":""khu thử nghiệm"",""start"":0,""end"":14}]"
"luống rau cải","[{""type"":""AREA"",""value"":""luống rau cải"",""start"":0,""end"":13}]"
"khu H trồng gì?","[{""type"":""AREA"",""value"":""khu H"",""start"":0,""end"":5}]"
"vườn 5","[{""type"":""AREA"",""value"":""vườn 5"",""start"":0,""end"":6}]"
"nhà kính A1","[{""type"":""AREA"",""value"":""nhà kính A1"",""start"":0,""end"":11}]"
"kho C","[{""type"":""AREA"",""value"":""kho C"",""start"":0,""end"":5}]"
"bể chứa 2","[{""type"":""AREA"",""value"":""bể chứa 2"",""start"":0,""end"":9}]"
"vườn ươm C","[{""type"":""AREA"",""value"":""vườn ươm C"",""start"":0,""end"":11}]"
"luống 9","[{""type"":""AREA"",""value"":""luống 9"",""start"":0,""end"":7}]"
"khu 1","[{""type"":""AREA"",""value"":""khu 1"",""start"":0,""end"":5}]"
"vườn 10","[{""type"":""AREA"",""value"":""vườn 10"",""start"":0,""end"":7}]"
"nhà màng B3","[{""type"":""AREA"",""value"":""nhà màng B3"",""start"":0,""end"":11}]"
"kho 4","[{""type"":""AREA"",""value"":""kho 4"",""start"":0,""end"":5}]"
"hồ B","[{""type"":""AREA"",""value"":""hồ B"",""start"":0,""end"":4}]"
"vườn ươm B","[{""type"":""AREA"",""value"":""vườn ươm B"",""start"":0,""end"":11}]"
"thu hoạch 50kg cà chua","[{""type"":""QUANTITY"",""value"":""50kg"",""start"":10,""end"":14}]"
"mua 2 bao phân NPK","[{""type"":""QUANTITY"",""value"":""2 bao"",""start"":4,""end"":9}]"
"trồng 100 cây giống","[{""type"":""QUANTITY"",""value"":""100 cây giống"",""start"":6,""end"":18}]"
"tưới 5 lít nước","[{""type"":""QUANTITY"",""value"":""5 lít"",""start"":6,""end"":11}]"
"năng suất 3 tấn/ha","[{""type"":""QUANTITY"",""value"":""3 tấn/ha"",""start"":10,""end"":17}]"
"dùng 500g hạt giống","[{""type"":""QUANTITY"",""value"":""500g"",""start"":5,""end"":9}]"
"diện tích 2 hecta","[{""type"":""QUANTITY"",""value"":""2 hecta"",""start"":9,""end"":16}]"
"bón 1 tạ vôi","[{""type"":""QUANTITY"",""value"":""1 tạ"",""start"":4,""end"":8}]"
"phun 500ml thuốc","[{""type"":""QUANTITY"",""value"":""500ml"",""start"":5,""end"":10}]"
"đất rộng 3 sào","[{""type"":""QUANTITY"",""value"":""3 sào"",""start"":9,""end"":14}]"
"cần 20kg phân","[{""type"":""QUANTITY"",""value"":""20kg"",""start"":4,""end"":8}]"
"nhập 10 bao xi măng","[{""type"":""QUANTITY"",""value"":""10 bao"",""start"":5,""end"":11}]"
"đã trồng 50 cây","[{""type"":""QUANTITY"",""value"":""50 cây"",""start"":9,""end"":15}]"
"pha 100 lít dung dịch","[{""type"":""QUANTITY"",""value"":""100 lít"",""start"":4,""end"":11}]"
"thu 1.5 tấn ngô","[{""type"":""QUANTITY"",""value"":""1.5 tấn"",""start"":4,""end"":11}]"
"gieo 200g hạt","[{""type"":""QUANTITY"",""value"":""200g"",""start"":5,""end"":9}]"
"ruộng 5 sào bắc bộ","[{""type"":""QUANTITY"",""value"":""5 sào bắc bộ"",""start"":6,""end"":18}]"
"diện tích 1000 m2","[{""type"":""QUANTITY"",""value"":""1000 m2"",""start"":9,""end"":16}]"
"cân 1.2 tạ","[{""type"":""QUANTITY"",""value"":""1.2 tạ"",""start"":4,""end"":10}]"
"dùng 25ml thuốc","[{""type"":""QUANTITY"",""value"":""25ml"",""start"":5,""end"":9}]"
"thu 75 kg cá","[{""type"":""QUANTITY"",""value"":""75 kg"",""start"":4,""end"":9}]"
"chỉ còn 1 bao","[{""type"":""QUANTITY"",""value"":""1 bao"",""start"":8,""end"":13}]"
"30 cây con đã chết","[{""type"":""QUANTITY"",""value"":""30 cây con"",""start"":0,""end"":10}]"
"thêm 2000 lít nước","[{""type"":""QUANTITY"",""value"":""2000 lít"",""start"":5,""end"":13}]"
"sản lượng 5 tấn thóc","[{""type"":""QUANTITY"",""value"":""5 tấn"",""start"":10,""end"":15}]"
"cần 1 kg vôi","[{""type"":""QUANTITY"",""value"":""1 kg"",""start"":4,""end"":8}]"
"10 hecta đất trống","[{""type"":""QUANTITY"",""value"":""10 hecta"",""start"":0,""end"":8}]"
"còn 2 sào chưa cày","[{""type"":""QUANTITY"",""value"":""2 sào"",""start"":4,""end"":9}]"
"mua 15 tạ phân","[{""type"":""QUANTITY"",""value"":""15 tạ"",""start"":4,""end"":9}]"
"1000ml dung dịch","[{""type"":""QUANTITY"",""value"":""1000ml"",""start"":0,""end"":6}]"
"300 kg khoai","[{""type"":""QUANTITY"",""value"":""300 kg"",""start"":0,""end"":6}]"
"đặt 20 bao lân","[{""type"":""QUANTITY"",""value"":""20 bao"",""start"":4,""end"":10}]"
"5 cây bưởi bị bệnh","[{""type"":""QUANTITY"",""value"":""5 cây"",""start"":0,""end"":5}]"
"dùng 15 lít thuốc","[{""type"":""QUANTITY"",""value"":""15 lít"",""start"":5,""end"":11}]"
"0.5 tấn cà phê","[{""type"":""QUANTITY"",""value"":""0.5 tấn"",""start"":0,""end"":7}]"
"chỉ 50g thôi","[{""type"":""QUANTITY"",""value"":""50g"",""start"":4,""end"":7}]"
"5 sào ruộng","[{""type"":""QUANTITY"",""value"":""5 sào"",""start"":0,""end"":5}]"
"100 m2 nhà lưới","[{""type"":""QUANTITY"",""value"":""100 m2"",""start"":0,""end"":6}]"
"2.5 tạ lợn hơi","[{""type"":""QUANTITY"",""value"":""2.5 tạ"",""start"":0,""end"":6}]"
"750ml thuốc trừ sâu","[{""type"":""QUANTITY"",""value"":""750ml"",""start"":0,""end"":5}]"
"10kg thóc giống","[{""type"":""QUANTITY"",""value"":""10kg"",""start"":0,""end"":4}]"
"8 bao phân chuồng","[{""type"":""QUANTITY"",""value"":""8 bao"",""start"":0,""end"":5}]"
"còn 3000 cây","[{""type"":""QUANTITY"",""value"":""3000 cây"",""start"":4,""end"":12}]"
"50 lít nước tưới","[{""type"":""QUANTITY"",""value"":""50 lít"",""start"":0,""end"":6}]"
"10 tấn hàng","[{""type"":""QUANTITY"",""value"":""10 tấn"",""start"":0,""end"":6}]"
"10g hạt giống","[{""type"":""QUANTITY"",""value"":""10g"",""start"":0,""end"":3}]"
"1 hecta lúa","[{""type"":""QUANTITY"",""value"":""1 hecta"",""start"":0,""end"":7}]"
"cần 1 sào","[{""type"":""QUANTITY"",""value"":""1 sào"",""start"":4,""end"":9}]"
"8 tạ ngô","[{""type"":""QUANTITY"",""value"":""8 tạ"",""start"":0,""end"":4}]"
"500 ml/bình","[{""type"":""QUANTITY"",""value"":""500 ml"",""start"":0,""end"":6}]"
"tôi muốn tưới nước","[{""type"":""ACTIVITY"",""value"":""tưới nước"",""start"":9,""end"":18}]"
"khi nào bón phân?","[{""type"":""ACTIVITY"",""value"":""bón phân"",""start"":9,""end"":17}]"
"chuẩn bị thu hoạch","[{""type"":""ACTIVITY"",""value"":""thu hoạch"",""start"":9,""end"":18}]"
"ngày mai gieo hạt","[{""type"":""ACTIVITY"",""value"":""gieo hạt"",""start"":9,""end"":17}]"
"lịch phun thuốc thế nào?","[{""type"":""ACTIVITY"",""value"":""phun thuốc"",""start"":5,""end"":15}]"
"hôm nay đi làm cỏ","[{""type"":""ACTIVITY"",""value"":""làm cỏ"",""start"":11,""end"":17}]"
"cần xới đất cho cây","[{""type"":""ACTIVITY"",""value"":""xới đất"",""start"":4,""end"":11}]"
"hướng dẫn tỉa cành","[{""type"":""ACTIVITY"",""value"":""tỉa cành"",""start"":9,""end"":17}]"
"chuẩn bị làm giàn","[{""type"":""ACTIVITY"",""value"":""làm giàn"",""start"":9,""end"":17}]"
"đang ủ phân hữu cơ","[{""type"":""ACTIVITY"",""value"":""ủ phân"",""start"":5,""end"":11}]"
"sáng nay vừa cày bừa","[{""type"":""ACTIVITY"",""value"":""cày bừa"",""start"":12,""end"":20}]"
"bắt đầu gieo mạ","[{""type"":""ACTIVITY"",""value"":""gieo mạ"",""start"":8,""end"":15}]"
"chiều nay cấy lúa","[{""type"":""ACTIVITY"",""value"":""cấy lúa"",""start"":10,""end"":17}]"
"đừng phun thuốc trừ sâu","[{""type"":""ACTIVITY"",""value"":""phun thuốc trừ sâu"",""start"":5,""end"":23}]"
"bao giờ bón lót?","[{""type"":""ACTIVITY"",""value"":""bón lót"",""start"":8,""end"":15}]"
"lịch bón thúc đợt 1","[{""type"":""ACTIVITY"",""value"":""bón thúc"",""start"":5,""end"":13}]"
"hệ thống tưới nhỏ giọt","[{""type"":""ACTIVITY"",""value"":""tưới nhỏ giọt"",""start"":9,""end"":22}]"
"kế hoạch thu hoạch lúa","[{""type"":""ACTIVITY"",""value"":""thu hoạch lúa"",""start"":9,""end"":22}]"
"thuê người nhổ cỏ","[{""type"":""ACTIVITY"",""value"":""nhổ cỏ"",""start"":11,""end"":17}]"
"đang vun xới gốc","[{""type"":""ACTIVITY"",""value"":""vun xới"",""start"":5,""end"":12}]"
"kỹ thuật ghép cành","[{""type"":""ACTIVITY"",""value"":""ghép cành"",""start"":9,""end"":18}]"
"học cách chiết cành","[{""type"":""ACTIVITY"",""value"":""chiết cành"",""start"":9,""end"":19}]"
"đã làm đất xong","[{""type"":""ACTIVITY"",""value"":""làm đất"",""start"":3,""end"":10}]"
"sáng nào cũng bắt sâu","[{""type"":""ACTIVITY"",""value"":""bắt sâu"",""start"":14,""end"":21}]"
"bao giờ gặt lúa?","[{""type"":""ACTIVITY"",""value"":""gặt lúa"",""start"":8,""end"":15}]"
"trời mưa, không phơi thóc được","[{""type"":""ACTIVITY"",""value"":""phơi thóc"",""start"":16,""end"":25}]"
"đừng quên tưới cây","[{""type"":""ACTIVITY"",""value"":""tưới cây"",""start"":11,""end"":19}]"
"cần bón vôi gấp","[{""type"":""ACTIVITY"",""value"":""bón vôi"",""start"":4,""end"":11}]"
"mai đi trồng cây","[{""type"":""ACTIVITY"",""value"":""trồng cây"",""start"":7,""end"":16}]"
"mùa vụ gieo trồng mới","[{""type"":""ACTIVITY"",""value"":""gieo trồng"",""start"":7,""end"":16}]"
"phun thuốc diệt nấm","[{""type"":""ACTIVITY"",""value"":""phun thuốc diệt nấm"",""start"":0,""end"":19}]"
"chi phí làm cỏ dại","[{""type"":""ACTIVITY"",""value"":""làm cỏ dại"",""start"":8,""end"":18}]"
"dùng máy cuốc đất","[{""type"":""ACTIVITY"",""value"":""cuốc đất"",""start"":10,""end"":18}]"
"hôm nay tỉa lá","[{""type"":""ACTIVITY"",""value"":""tỉa lá"",""start"":8,""end"":15}]"
"ong đang thụ phấn","[{""type"":""ACTIVITY"",""value"":""thụ phấn"",""start"":9,""end"":17}]"
"hướng dẫn lên luống","[{""type"":""ACTIVITY"",""value"":""lên luống"",""start"":9,""end"":18}]"
"cần dọn vườn gấp","[{""type"":""ACTIVITY"",""value"":""dọn vườn"",""start"":4,""end"":12}]"
"máy cắt cỏ đâu?","[{""type"":""ACTIVITY"",""value"":""cắt cỏ"",""start"":5,""end"":12}]"
"đang ủ rơm","[{""type"":""ACTIVITY"",""value"":""ủ rơm"",""start"":5,""end"":11}]"
"chi phí sửa chữa máy bơm","[{""type"":""ACTIVITY"",""value"":""sửa chữa"",""start"":8,""end"":17}]"
"ghi lại lịch bảo trì","[{""type"":""ACTIVITY"",""value"":""bảo trì"",""start"":12,""end"":19}]"
"cần trồng dặm thêm","[{""type"":""ACTIVITY"",""value"":""trồng dặm"",""start"":4,""end"":13}]"
"bật tưới phun sương","[{""type"":""ACTIVITY"",""value"":""tưới phun sương"",""start"":4,""end"":19}]"
"đã bón phân NPK","[{""type"":""ACTIVITY"",""value"":""bón phân NPK"",""start"":3,""end"":15}]"
"thu hoạch cà chua thôi","[{""type"":""ACTIVITY"",""value"":""thu hoạch cà chua"",""start"":0,""end"":17}]"
"gieo hạt rau cải","[{""type"":""ACTIVITY"",""value"":""gieo hạt"",""start"":0,""end"":8}]"
